ticker_b3,M0_RW,M1_GARCH,M2_GARCHX
LJQQ3,2.1641449509220214,0.537042463722461,0.5131558447690225
LOGG3,0.6794362127442015,0.43189631064759826,0.41331309671857686
LOGN3,4.983209680003366,0.8168310127744149,0.886630039101567
LREN3,1.417931849023081,0.4754630718853522,0.48632761894187404
LUPA3,7.660104747246322,1.8606894868205657,2.0744612061073417
LUXM4,24.744237124716186,9.040104441637048,4.896142357695431
MBRF3,2.193697691352361,0.9337166979038926,0.744568539279198
MDIA3,2.913179755653154,0.9405765836069779,0.9906121520802766
MDNE3,0.995393721007522,0.451965979837361,0.6122669758205175
MEAL3,1.1508844486353524,0.6589380594271416,0.695595763748387
MGEL4,20.03898511148798,1.1861132179358327,1.1675634314704648
MGLU3,1.3236579990146784,0.49897961200035335,0.5435288400743215
MILS3,1.2056222527297922,0.5140825302726798,0.5287248509169159
MNDL3,135.2520239104519,0.8993600707020414,0.9187018359655084
MNPR3,30.572486383860134,1.2484786044080214,1.418667081160455
MRSA3B,5.180440237585212,10.449334262904314,12.127511341603414
MRVE3,1.1024112892524627,0.36296939722566496,0.3876725348473874
MTRE3,1.5409959659674914,0.460372222134357,0.46237066758343975
MTSA4,3.7551426818393567,0.53576860071746,0.5552374629715084
MULT3,1.2046044319272136,0.4909817899074988,0.5658683476123544
MWET4,330.3007298149173,2.5397762233703314,3.0621922983835863
MYPK3,2.434121180380107,0.5984382078617743,0.6049440385236907
NEOE3,2.105060571742804,0.9718742462202489,1.0082221926773525
NEXP3,5.030441602872005,1.5855198353111528,1.633173112032637
NGRD3,1.8988303299578846,0.6403524669836839,0.6394710943521692
NUTR3,0.9920872200581404,1.4350644012698113,1.0039148656144323
OIBR4,8.022689558072509,4.667593730629877,4.829299738840653
OSXB3,1.8208017317250642,1.8566971722867815,1.198044915833528
PATI3,376.91249442008547,2.498853284903753,2.7057482762925584
PATI4,97.06331723901822,4.065453271874519,4.230239781272066
PCAR3,0.9647646157841151,1.0352470305267143,1.1601996610937428
PDTC3,2.138344491951338,0.5649714657634489,0.5239619673229524
PEAB3,129.66206481750888,2.2360421189704716,2.276260006901329
PETR3,1.2561601832211184,0.5423948758322611,0.5594020969242348
PETR4,1.5770374881121607,0.58897872692323,0.6044779910511136
PFRM3,0.9060629526617631,0.3573237261705003,0.3762027307473641
PGMN3,2.3466855571790783,0.4874511703754616,0.4262194915368551
PINE4,1.2278536078208389,0.7209704720087529,0.7148597427320665
PLAS3,129.59385872361605,1.8284526425167968,1.8730873900751381
PLPL3,0.8704981989637202,0.2995185858219223,0.29272540180618456
PMAM3,1.5518296219301728,1.621207388041053,2.218622474832368
PNVL3,1.3036118854321308,0.6844595167329535,0.683311914023733
POMO3,0.8862596426706432,0.6017747847028333,0.4275137205641132
POMO4,1.2255250389869805,0.896873032311682,0.5525157080186375
POSI3,0.6658160850170448,0.5144087646444547,0.4428277542651262
PPLA11,20.903463187724036,3.659991270067053,3.8292792104016695
PRIO3,0.9233263505057562,0.6242233347981949,0.6193753722119794
PTBL3,1.0727909465424348,0.4971170483647543,0.5560426119208526
PTNT3,38.504272320909095,1.5358243089308168,1.588720322192578
PTNT4,5.189702720050205,2.9870491792349156,2.7886734929070327
QUAL3,1.406708688677512,0.6404395908672608,0.6406618919758227
RADL3,3.2558815727166515,1.4206403264098424,0.8506482326331669
RAIL3,1.5669425626777844,0.5131590077736378,0.5832811527485026
RANI3,1.2776742975137916,0.5586034694144688,0.6290161941081074
RAPT3,0.862619513169012,0.6590874755160252,0.6777452937380222
RAPT4,0.7130054074812051,0.42397312409596827,0.42662012199612753
RCSL3,2.5963546938002806,1.0542217147446402,1.0283110651751062
RCSL4,3.5329079895344,0.9405335779303808,1.235997472073093
RDOR3,1.9262999909770984,0.5239084925774646,0.4681757672189368
REDE3,2.9611533337153064,1.0633408949485348,0.9595631094485357
RENT3,1.975992991833077,0.5949784366294968,0.7157900871353513
RNEW3,1.555616471919673,0.6146275342346136,0.7079790515383557
ROMI3,1.564538834820422,0.5112743074470278,0.605631509250387
RPAD3,60.24848735631437,9.466222090663843,10.22065558771941
RPAD5,16.21243294656555,3.948317337033601,3.3629453676661636
RPAD6,8.42282088904859,3.48080606557341,9.245468355277442
RPMG3,4.260599560454507,1.4940087574287608,1.4911419254641136
RSID3,2.0117050466060786,0.766138104258562,0.7612192642776019
RSUL4,50.19966771810014,0.9492606372543424,1.002902340521968
SANB11,1.0086513525328806,0.5106184987496597,0.5343579023996183
SANB3,1.063340639885951,0.7809144164970216,0.694487719358964
SANB4,0.9670810010186257,0.6883964051243947,0.630943781038669
SAPR11,1.0289489400653171,0.38572234560268365,0.4717913245096194
SAPR3,4.147338754449729,0.5573633296215176,0.6402796739747123
SAPR4,0.7958204968591701,0.4169462031862917,0.44925360932737585
SBFG3,1.1656123773724718,0.4654613840459131,0.41794961358076926
SBSP3,0.8615404822499373,0.5138589485524694,0.6023328921903808
SCAR3,2.0889852074417044,0.5873134687861353,0.661797583283581
SEER3,1.0847515789900495,0.44087353705352766,0.4682990344433156
SHOW3,3.3117468639935903,0.7069143669337784,0.9250098397635107
SHUL4,1.2931781588032287,0.5166068339670401,0.5812738388556135
SIMH3,1.664307386810356,0.5214791891527926,1.1914771452637491
SLCE3,1.636580071765895,0.5023916387201723,0.5652559847082568
SUZB3,2.4876679380556475,0.7885650001757615,1.354123485131634
SYNE3,2.0842754577941034,2.5666794626179352,1.0851459572848774
TAEE11,1.3254776960986656,0.6209312387282016,0.8953784118799056
TAEE3,0.7798353175411885,1.009049865548951,0.7062407949535562
TAEE4,0.8747105328626448,0.8848891565467005,0.9667143985486537
TASA4,1.5552893248507484,0.5371725882607682,0.5142623632441914
TCSA3,2.494891448605306,0.9188678286152067,1.275847277785781
TECN3,1.0414060022907228,0.3544275874023792,0.43017570675175226
TELB3,5.818908420285194,0.5971508942325464,1.0044503531158646
TELB4,3.598235383871836,2.191169092832954,2.2144503751216256
TEND3,1.2599635358288992,0.5108272087669017,0.6185794919651378
TFCO4,1.0440141379841443,0.5254229438620555,0.660533565184583
TGMA3,1.3230423920237988,0.5273124583349266,0.6681369226350745
TIMS3,1.4988551599949904,0.4266745773737373,0.4793914047887588
TKNO4,18.647880366123285,9.457587865513544,9.739117992291982
TOTS3,0.9293330022942194,0.6084936235054497,0.7782904706623485
TPIS3,2.144847967901462,1.0389961101338203,1.0502537014561308
TRIS3,1.3297619952067172,0.4522667125793364,0.4482852654504274
TUPY3,1.6786600974805175,0.6595658206682169,0.7129730658366079
UCAS3,2.111313861102556,0.6139431921500561,0.7681420554963372
UGPA3,1.6785683062368517,0.575797711233866,0.6402566736326611
UNIP3,1.1375439871001467,0.8767122878318042,1.4389319184348213
UNIP5,2188.636858388151,1.182525543115473,1.5041549605749365
UNIP6,1.4222374678201943,0.7370889293462826,0.5698098775643938
USIM5,2.0600657242704767,0.8202217954561665,0.8727641537240403
