ticker_b3,modelo,i,z
AALR3,m2,91,-0.4458846340113627
AALR3,m2,92,-0.03681950074686088
AALR3,m2,93,-1.048289605294855
AALR3,m2,94,-1.3835883757789476
AALR3,m2,95,1.7727609125819621
AALR3,m2,96,1.7004306919702536
AALR3,m2,97,1.5323009603806015
AALR3,m2,98,-0.2424960816766377
AALR3,m2,99,-1.5917988766875077
AALR3,m2,100,0.1761302104434465
AALR3,m2,101,0.9788453815207196
AALR3,m2,102,0.3031159970925577
AALR3,m2,103,0.9113655077829764
AALR3,m2,104,0.026750030024221293
AALR3,m2,105,0.1829767747841955
AALR3,m2,106,-4.797789560300779
AALR3,m2,107,-0.0551363617834263
AALR3,m2,108,-2.382007009469138
AALR3,m2,109,0.47647961084112017
AALR3,m2,110,0.8883592686381422
AALR3,m2,111,-1.581426591696313
AALR3,m2,112,0.6167113919683713
AALR3,m2,113,0.688305616250883
AALR3,m2,114,-0.19947219966693053
AALR3,m2,115,0.4648151713107071
AALR3,m2,116,-1.0420183118655821
AALR3,m2,117,-0.635415181377092
AALR3,m2,118,0.09739817703834751
AALR3,m2,119,-0.06726660497747673
AALR3,m2,120,-1.8030095813960718
AALR3,m2,121,1.7223297796243704
AALR3,m2,122,0.43614204576609045
AALR3,m2,123,-0.3953195058046494
AALR3,m2,124,0.4696928706740626
AALR3,m2,125,0.3598051607441334
AALR3,m2,126,0.6217831686978541
AALR3,m2,127,1.1355204290150744
AALR3,m2,128,0.49825678987627225
AALR3,m2,129,0.10653820349631123
AALR3,m2,130,-0.4635348272334779
AALR3,m2,131,0.7679804628662948
AALR3,m2,132,0.049531155814348755
AALR3,m2,133,0.2358656866377502
AALR3,m2,134,-2.157894388037589
AALR3,m2,135,0.7279572152941517
AALR3,m2,136,0.26555999650421175
AALR3,m2,137,0.7677603706122538
AALR3,m2,138,-1.3520180140866196
AALR3,m2,139,-0.5524989973027717
AALR3,m2,140,-0.08413998277042156
AALR3,m2,141,0.16562587718810728
AALR3,m2,142,-0.8096587840752537
AALR3,m2,143,-0.5099762988453107
AALR3,m2,144,-0.28338762601185624
AALR3,m2,145,1.864150189405741
AALR3,m2,146,-0.8765202601917513
AALR3,m2,147,-0.26244713161613936
AALR3,m2,148,-0.13265657133093825
AALR3,m2,149,0.313319371986623
AALR3,m2,150,0.4356839028715624
AALR3,m2,151,-1.0301253042575986
AALR3,m2,152,0.20394672777554587
AALR3,m2,153,-0.05384019134799253
AALR3,m2,154,2.255784307423176
AALR3,m2,155,-1.3457041333414568
AALR3,m2,156,-1.1017682315561284
AALR3,m3,1,0.09681483672109562
AALR3,m3,2,0.10062335562690262
AALR3,m3,3,0.13114760869752912
AALR3,m3,4,0.11575931471934635
AALR3,m3,5,0.05862489828614453
AALR3,m3,6,0.1877316324545325
AALR3,m3,7,0.06641177750470685
AALR3,m3,8,0.10040237953252694
AALR3,m3,9,0.05494593177039422
AALR3,m3,10,0.20590340970737298
AALR3,m3,11,0.08903472505847806
AALR3,m3,12,0.18959744823677438
AALR3,m3,13,0.08903714276839626
AALR3,m3,14,0.19214345103200148
AALR3,m3,15,0.19820166564448058
AALR3,m3,16,0.10713003405732173
