ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct,persistencia_m1,persistencia_m2,delta_egarch_medio,delta_egarch_pval_medio,pct_signif_egarch_5pct,delta_garch_medio,delta_garch_pval_medio,pct_signif_garch_5pct,leverage_m1_medio,leverage_m2_medio,persistencia_m3,persistencia_m4
RNEW3,103,-0.008923644132795516,0.37410498318837515,42.71844660194174,0.3457684263856369,0.19150056546883135,-0.008923644132795516,0.37410498318837515,42.71844660194174,1.1201142925002275e-8,0.9999957663506502,0,0.1337049131906687,0.1663624448282321,0.972573667502981,0.97049025700957
RNEW4,103,0.016968996262077988,0.26758758978433755,22.330097087378643,0.48536367697355676,0.055515015394629386,0.016968996262077988,0.26758758978433755,22.330097087378643,0.04578374087014588,0.9424188643804517,0,0.0032361426721798097,0.04065677672406483,0.9641226016081748,0.9695199245172229
ROMI3,103,-0.2352218401507933,0.10055631939570424,57.28155339805825,0.5578754879005065,0.11130758049875525,-0.2352218401507933,0.10055631939570424,57.28155339805825,9.521654417992694e-9,0.9999999129229856,0,0.07084596251315088,0.004375378716030239,0.9862416805379068,0.9862415401817844
RPAD3,103,-2.0462871886202,0.4160235648820001,55.33980582524271,0.048162304665779004,-0.45874858975801897,-2.0462871886202,0.4160235648820001,55.33980582524271,0.0811224525063236,0.8452450044985109,15.53398058252427,0.18762223701464,0.38505161823313305,0.963177147978989,0.9886203188800007
RPAD5,103,-0.1341564227999198,0.35327849658986904,41.74757281553398,0.8702218044521838,0.7352011731409339,-0.1341564227999198,0.35327849658986904,41.74757281553398,0.20474454005786952,0.8854505684660943,0,0.1552362668081477,0.12736351317395322,0.9575852049373891,0.9553914709242798
RPAD6,103,-0.3009429010799172,0.04454874603239329,87.25490196078431,-0.15300409565296227,0.1374724116065219,-0.3009429010799172,0.04454874603239329,87.25490196078431,8.423063827016792e-9,0.9999995510264795,0,0.009114024119896343,0.021648073587984512,0.9711921132906474,0.968726922954215
RPMG3,103,0.007159081568410354,0.5220993753823816,7.766990291262135,0.9635847628773143,0.9172444327345446,0.007159081568410354,0.5220993753823816,7.766990291262135,0.024722376684509193,0.9411398673418717,0,0.4684941534300772,0.46504442612163366,0.9046415724945858,0.9214978513921386
RSUL4,103,-0.7077235125285833,0.33291402278694454,20.388349514563107,0.7066344826757848,0.562821129167289,-0.7077235125285833,0.33291402278694454,20.388349514563107,3.1283701721904116e-9,0.9999992836602334,0,0.14486047513835948,0.10141988230485516,0.9607936593294369,0.9643666600649832
SANB11,103,-0.22036141694511452,0.5835601020337672,21.35922330097087,0.3296513601718882,0.09681311541931806,-0.22036141694511452,0.5835601020337672,21.35922330097087,0.10436678629986007,0.9477973276202771,0,0.21096030149982217,0.2866544344423663,0.9851032104330387,0.9698964261992918
SANB3,103,-0.21572529451658803,0.41970255609195256,14.563106796116504,0.2747485100589629,-0.2776777167671037,-0.21572529451658803,0.41970255609195256,14.563106796116504,1.0171244955104664e-8,0.9999938559502143,0,0.11002443005207602,0.23951497805729255,0.99298412950718,0.9930443220084855
SANB4,103,0.007953127120818197,0.5776375040173711,24.271844660194176,0.3018893621557252,0.03621679264882815,0.007953127120818197,0.5776375040173711,24.271844660194176,0.005796969826030228,0.9929932098196983,0,0.11562369040761303,0.08825178560155009,0.9920372084686524,0.9915356341850409
SAPR11,103,-0.4672704465151366,0.12309264044402331,48.54368932038835,0.734291719142613,0.5102932391066377,-0.4672704465151366,0.12309264044402331,48.54368932038835,2.068179578119985e-9,0.9999999971330719,0,0.2449767181966349,0.16177975227682465,0.7451618745834065,0.7427667465017186
SAPR3,103,0.028322667555094806,0.13157962531199474,38.83495145631068,0.5402261941230667,0.3304703450897407,0.028322667555094806,0.13157962531199474,38.83495145631068,2.1846248272140687,0.7513805423264113,14.563106796116504,0.16118568889862392,0.06318367985530639,0.7906399739193728,0.5964158893320024
SAPR4,103,-0.13187968853238546,0.5500519129492063,13.592233009708737,0.7057033743271398,-0.117762676980936,-0.13187968853238546,0.5500519129492063,13.592233009708737,0.01691719551869092,0.9972035710791016,0,0.15956655949979778,0.04996166511411248,0.9579931172577484,0.9444644838973332
SBFG3,103,0.21969894132689766,0.07055936249385876,61.165048543689316,-0.1533959311642044,-0.16540544498589413,0.21969894132689766,0.07055936249385876,61.165048543689316,1.0569818019195708e-8,0.999999998401796,0,-0.041929838818767454,-5.214178993117716e-4,0.9788292257797457,0.9785110771823499
SBSP3,103,0.015569319341324077,0.4017082650922399,12.62135922330097,0.8289928166358784,0.5530140492978749,0.015569319341324077,0.4017082650922399,12.62135922330097,9.697257778696447e-9,0.9999982761544313,0,-0.005096412208468124,0.010409840848292341,0.9840479952341467,0.9840489111970762
SCAR3,103,0.04276660466732848,0.3554193202721722,22.330097087378643,0.6907127743589317,0.6929741787730803,0.04276660466732848,0.3554193202721722,22.330097087378643,1.5499795837607708,0.6485464299786036,5.825242718446602,0.1559930011095968,0.13788643702929554,0.873811301804046,0.7837141250254424
SEER3,103,0.2115786853329618,0.48987356132781157,29.126213592233007,0.8042636021730236,0.5228017283176897,0.2115786853329618,0.48987356132781157,29.126213592233007,0.6006744432373226,0.9482502279930674,0,-0.03277320861229774,-0.16038716222804936,0.9826724479896306,0.9831486258487532
