ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct_m2,delta_medio,delta_pval_medio,pct_signif_5pct_m3,persistencia_m1,persistencia_m2,persistencia_m3
BPAC11,103,2.872506887855836e-9,0.99999999627858,0,6.389413479013325e-4,0.9971694015439295,0,0.9041454922621944,0.9038743774337741,0.9039451605939682
BPAC3,103,9.075025377652639e-9,0.9999994362775367,0,8.320442402427695e-9,0.9999996775673201,0,0.9940786645215244,0.9945314623027088,0.9945278266942615
BPAC5,103,3.1623921807190576,0.7633791315663112,0,0.3794845627938318,0.45772423164858156,15.517241379310345,0.8876550859500376,0.8183516346822998,0.9081930394028995
BRAP3,103,1.1118691207293638e-8,0.9999986554642569,0,0.002141446636276056,0.990288446692051,0.9708737864077669,0.9946554117592823,0.9940330161253053,0.9912464866916212
BRAP4,103,8.902399423215036e-9,0.9999999460694173,0,7.009680389960557e-9,0.9999993390019434,0,0.9930649109643359,0.9930887549818134,0.99308849535761
BRAV3,103,2.072283313692284,0.9142660649511875,0,0.5889209944386149,0.7183160155358955,27.184466019417474,0.8254108698261321,0.7899110903589266,0.7649272615083933
BRKM3,103,9.32354365767592e-9,0.9999997893396196,0,9.488765491740049e-9,0.9999999374316247,0,0.9935210118420758,0.9934433700862055,0.9934539630840359
BRKM5,103,1.0032108158364959e-8,0.9999999974777938,0,1.002280354148296e-8,0.9999999722529277,0,0.9755127237655022,0.9778901720547569,0.9758602820122219
BRKM6,103,7.78394895602507e-9,0.9999999564437402,0,7.356951424090058e-9,0.9999999404932401,0,0.9780477323629717,0.8880164442108851,0.8880163050364496
BRSR3,103,8.69190191424693e-9,0.9999988720981952,0,0.0019501667143076978,0.9807274098244594,1.9417475728155338,0.9731109577227887,0.9822945446972862,0.981932675756433
BRSR5,103,1.9651936266878396,0.9057937679286054,0,0.0023291247596860473,0.988889119829782,1.1111111111111112,0.6190465082322768,0.5776645765615643,0.5899235642060069
BRSR6,103,9.000052178232694e-9,0.9999998852234668,0,0.015058094286206252,0.9386578425419644,0.9708737864077669,0.9579169649776451,0.951492771253593,0.9506727804129615
CAMB3,103,1.0194183899762347e-8,0.9999999814930874,0,8.546721022965736e-9,0.9999999574134094,0,0.9842503089591595,0.9843868938522303,0.9843869273611433
CAML3,103,1.3685136735802343,0.9230573719594477,7.766990291262135,0.09072588371675057,0.8863649339483216,10.679611650485436,0.9587241005671586,0.9067532393820866,0.9610037801884493
CASH3,103,1.0040777523160628e-8,0.999999998677432,0,1.0244331481718723e-8,0.9999999870380653,0,0.9944002751758542,0.9954136160150319,0.9954407727673407
CBEE3,103,1.0019986970962909e-8,0.9999999962612154,0,1.0060459851821353e-8,0.9999999934164902,0,0.9566794145794085,0.9945260715765354,0.9945256625875131
CEAB3,103,0.10756108335588184,0.9915177910137771,0,8.70887110849503e-9,0.9999999611579508,0,0.9851417486877097,0.9855433393293745,0.9851880327639463
CEBR3,103,9.870063493726912e-9,0.9999980801631644,0,9.882081267097093e-9,0.9999988095978454,0,0.9929480359606249,0.992882478310851,0.992878334999258
CEBR5,103,6.880524625791141e-9,0.9999996508414877,0,8.371835490015084e-9,0.9999988599567429,0,0.9403971246165526,0.9408207836384441,0.9408194602585421
CEBR6,103,0.05080252371491622,0.9614854098466594,3.8834951456310676,0.014213310709037733,0.9631116873590325,1.9417475728155338,0.9919521935536066,0.9902828902731902,0.9892503902206015
CEDO3,103,9.998127448641701e-9,0.9999999989503464,0,1.0014876668633484e-8,0.9999999898992807,0,0.9904847065778446,1.0004617735012977,1.0004617672159195
CEDO4,103,1.9941250073093992,0.9039942830496795,0,0.6458770913466649,0.7579731475267162,0,0.9938077864830036,1.0887154928330283,1.0904077085894464
CEEB3,103,0.08658685060940492,0.9294705845354968,0,1.23026408711312e-8,0.9999999084065793,0,0.9633553364484276,0.9626639157568613,0.9637370726004858
CGAS3,103,0.20540904327757678,0.9784898341927287,0,0.05347817203408537,0.9119640360052279,1.9417475728155338,0.9069850958385668,0.7116855185574962,0.7368208087306521
CGAS5,103,5.186903532814763e-9,0.9999999835328608,0,0.014301667935073778,0.8761941024165998,8.737864077669903,0.9989999980666019,1.3321705486561708,1.3269421860238764
CGRA3,103,5.142405706420845e-9,0.9999999900627227,0,0.07054591856472636,0.6699027976715395,33.00970873786408,0.9382086182778965,0.936384273827777,0.9603839927161772
CGRA4,103,0.03385280464414812,0.9284835609006366,2.912621359223301,0.01154003986829688,0.9361480339935461,0,0.9860284525117251,0.9882777295842364,0.9866621901164077
CLSC4,103,0.008402698565897699,0.9879195461320829,0,1.9267202832531273e-4,0.9937050927519698,0,0.8558892635826565,0.842054401227903,0.8416283633478174
CMIG3,103,9.510820402322615e-9,0.9999995632353538,0,9.347944804688029e-9,0.9999973566544895,0,0.9952342148298992,0.9953838856230961,0.9953834986427843
CMIG4,103,9.851862806432718e-9,0.9999997611659263,0,9.094136528366735e-9,0.9999958369450085,0,0.9976635807187832,0.9979704031036003,0.9979546909745904
COCE5,103,0.14592096280478878,0.9568641401859685,0.9708737864077669,0.0046511473956761815,0.9662383427190193,0,0.9675418184577802,0.9888250781033483,0.9609334633816555
COGN3,103,9.836983838953557e-9,0.9999999922761691,0,9.97634776516871e-9,0.9999998871660926,0,0.987850720502642,0.9874290511674837,0.9874483886562158
CPFE3,103,9.4920630902068e-9,0.9999999784323081,0,0.007566898616017493,0.9273478047919927,0.9708737864077669,0.9839698184407177,0.9841593532697529,0.9797174153320346
CPLE3,103,3.5102450959034015,0.33357504213990996,39.80582524271845,5.1203380738175605e-9,0.9999999144081021,0,0.6951934625434358,0.808417830861561,0.6952116105671641
CRPG5,103,0.014329012518814046,0.9825382234759102,0.9708737864077669,0.014506055272133691,0.9715906175286783,1.9417475728155338,0.987474118965176,1.0791948725255316,1.079458797382104
CRPG6,103,2.2247046774371694e-8,0.9999999938383262,0,0.3174757155901573,0.8832219898614841,3.8834951456310676,0.9952069949603317,1.067645935816211,1.0722759149307337
CSAN3,103,0.01965210718226061,0.9950768329997196,0,0.024886211775033255,0.9479827971456473,1.9417475728155338,0.983757064892697,0.9836594196743136,0.9859310860009266
CSMG3,103,9.492858338680632e-9,0.9999998682269106,0,7.881688849333282e-9,0.9999994618854449,0,0.9791557451837805,0.9848514275764716,0.9848508561848428
CSNA3,103,3.167399301187067e-9,0.9999999992573391,0,2.8617273291410003e-9,0.9999999905593084,0,0.7825632154209801,0.7945163043975203,0.79423077592606
CSUD3,103,1.4017691767201787e-8,0.9999982399093982,0,0.001561047423273144,0.9907396940449452,0.9708737864077669,0.9944149680769487,0.9959936053959292,0.9960002858467568
CTKA4,103,17.63316678355235,0.7598898032561108,0,3.406983854224674,0.1581457762976533,83.49514563106796,0.8165756601399273,0.7843519913413796,0.7704972344714031
CTSA3,103,9.965655173289321e-9,0.9999999898430203,0,1.0000025562291074e-8,0.9999999934514817,0,0.9923888628955885,0.9769345395201616,0.9773798560653731
CTSA4,103,2.1605134744594783e-9,0.9999999956891736,0,2.3784145955683327,0.4543744555050106,46.601941747572816,0.9636101492507256,0.9157423156540969,0.9096464438499843
CURY3,103,7.790526753468773e-9,0.9999997309834555,0,0.01352494356300732,0.9645988084076469,0,0.978911550815224,0.9765920562321295,0.9716427111490427
CVCB3,103,28.54954628444246,0.6241115794252683,36.89320388349515,1.239185560561634,0.4474873228121246,55.33980582524271,0.6799145830834795,0.6030349922820846,0.8421207123071784
CYRE3,103,9.709527756266685e-9,0.9999999794438313,0,7.80097339791119e-9,0.9999999559357619,0,0.9937605764862566,0.9938124177590362,0.9938124866604889
DASA3,103,1.0510393532623803,0.9161384164094968,0,2.8914141139293976,0.4294568740540831,51.45631067961165,0.8868073693122479,0.8847035537772118,0.9007459280383209
DEXP3,103,7.2937132087912576e-9,0.9999997217602529,0,0.08164725199739077,0.8141157055085539,11.650485436893204,0.9453078418766226,0.9453093583563612,0.9487279033824786
DEXP4,103,1.0022291446792294e-8,0.9999999963678463,0,9.91878516936141e-9,0.9999999830920726,0,0.9765578073240078,0.976559695309427,0.9765597158027747
DIRR3,103,9.879669817465113e-9,0.999999878859061,0,9.609897863710018e-9,0.9999993058585069,0,0.9960281055940329,0.9961602626624628,0.9961602887991596
DMVF3,103,0.05524478767015657,0.9657192744459581,0,0.0231828793553189,0.9578437711029022,0.9708737864077669,0.9765552412518761,0.9827732786195547,0.9829481408005999
DOHL4,103,0.15301774465696708,0.8239926581674175,0,8.641227429347006e-9,0.9999999999266631,0,0.4919251507121712,0.4932370779635508,0.49192482748365346
EALT3,103,9.733039447391883e-9,0.9999997023665197,0,1.049852191337372e-8,0.9999981614840253,0,0.9916069791941766,0.9917040625558251,0.9917043594437626
EALT4,103,0.17813022808924805,0.8633237931577098,0,0.11600661553289016,0.7379509243737493,26.21359223300971,0.9341387700472207,0.8925946156547552,0.9402819883109831
ECOR3,103,9.400816543511605e-9,0.9999999928749217,0,8.461439390618377e-9,0.9999999453076395,0,0.9763515310084124,0.9799003483661162,0.9799814309117489
EGIE3,103,9.539856870057697e-9,0.9999997805687342,0,1.477650474440359e-8,0.9999965627279563,0,0.9938110304833704,0.9943334332492536,0.9943346822143356
EKTR4,103,1.0161489674214813e-8,0.9999999504464996,0,1.1915565892684644e-8,0.9999998172170516,0,0.9925837953203802,0.9931436348372739,0.9930174551228911
EMAE4,103,1.124085689475879,0.7968063634804832,14.563106796116504,0.21677839152478554,0.7122180635817674,7.766990291262135,0.9810751588945154,1.008123448277072,1.0275939927655258
ENEV3,103,8.664162980960977e-9,0.9999999837964461,0,7.4039469531833534e-9,0.9999999694130286,0,0.9794293543541598,0.9795399520798325,0.9795490153630441
ENGI11,103,9.39888883342697e-9,0.9999985465046322,0,6.2035417722649716e-9,0.9999988510706729,0,0.9959118137496278,0.995951234500621,0.9959511778744563
ENGI3,103,1.0435380878558505e-8,0.9999991692847948,0,7.588158846542579e-9,0.9999993069818459,0,0.9973739705838593,0.9980757670214626,0.9980754811193051
ENGI4,103,0.037847846937906236,0.9134984793523601,6.796116504854369,0.028781877535477424,0.8906468201576625,6.796116504854369,0.9844528451594321,0.9879005809475891,0.9855483695068634
ENJU3,103,1.0148103802247085e-8,0.9999996762881413,0,9.56042142322002e-9,0.9999998320716322,0,0.9951431401836884,0.994886984738738,0.9953054043025498
ENMT3,103,4.861161447112869e-9,0.9999999975159435,0,20.839286845082388,0.6699064749678225,33.00970873786408,0.9550434398235617,0.9350770109596772,1.0237960920278608
EPAR3,103,2.2413535187433005,0.6096043920614895,29.126213592233007,0.35941181958079294,0.5825242525311476,41.74757281553398,0.8786817527236517,0.7599976769137337,0.8673000556305767
EQMA3B,103,2.3571042470140653,0.8110942801301945,0,6.009156292475783e-9,0.9999997477870136,0,0.9622991428619966,1.0274904206289206,1.0239946422631143
EQPA3,103,6.4661953687322445e-9,0.9999997386199811,0,1.0621463554803414e-8,0.9999994610213491,0,0.9900812868262405,0.9902153098534145,0.9902180411538789
EQTL3,103,9.858605364259073e-9,0.9999998534398097,0,1.0747280543186159e-8,0.9999960103923332,0,0.9939308311367366,0.9940673429291892,0.9940790521474379
ESPA3,103,9.61379996598696e-9,0.9999999985382355,0,1.0935737756096675e-8,0.9999999978782205,0,0.9741351326326995,0.9741377926080906,0.9741372352455124
ESTR4,103,4.707079274893705,0.7946487387140415,0,7.67920943210544e-9,0.9999999904775354,0,0.9963848195571198,1.0665529015263038,1.0214831155251916
ETER3,103,3.9932693743939206e-8,0.9999998494320986,0,0.027246279389478083,0.966817097569959,0.9708737864077669,0.9851871990908304,0.9856525139388146,0.9854740118963441
EUCA3,103,0.1368078102496187,0.9669768380266133,0,0.3193737542514335,0.1747746811199758,82.52427184466019,0.8115840922217102,0.811123460159638,0.7562633098069125
EUCA4,103,7.842484137330089e-9,0.9999996809358905,0,7.324729737317917e-9,0.9999997120722672,0,0.9825298854977517,0.9812737365089469,0.9803148177945585
EVEN3,103,0.24625147907298264,0.96063726510488745,2.912621359223301,0.004305751601297904,0.9850413799619081,0,0.9746244679662845,0.9693582314318568,0.9746042305636644
EZTC3,103,9.935662621945944e-9,0.9999999868730254,0,8.93824506737306e-9,0.9999998061189975,0,0.9973556135176274,0.9974483981073297,0.9974580944790681
FESA3,103,8.064559980345565e-9,0.999999698487768,0,7.62678445788553e-9,0.9999988261784725,0,0.9707681648951341,0.9721793545641408,0.9720975967029175
