ticker_b3,semana,rv,rv_pred_m0,rv_pred_m1,omega,alpha,beta,status_m1,rv_pred_m2,alpha_m2,beta_m2,gamma,gamma_pval,status_m2,rv_pred_m3,alpha_m3,beta_m3,delta,delta_pval,status_m3
AALR3,2024-06-14,0.00202656990730996,0.00673474713402773,0.0036116802264262973,13.052938652170148,0.8902651877178627,0.10873482099762558,ok,0.004840456109418819,0.05343690265833472,0.9193633529058788,5.006517049838473,0,ok_warning: NaNs produced,0.0053939242389755525,0.010143469219840594,0.9798034791861825,2.611043454244497,0,ok
AALR3,2024-06-21,0.00188949214051693,0.00202656990730996,0.010688032318958728,12.721448243496436,0.8879722981663125,0.11102770582918599,ok,0.01079750495934174,0.9999999899214443,0.4437018187438083,7.57889038918048e-8,0.9999999596828859,ok,0.010729170964108269,0.9999999899746672,0.4421193554759234,0.8221230725842446,0.3195098038659405,ok
AALR3,2024-06-28,0.00140367454641554,0.00188949214051693,0.002648999155736282,12.51610167955393,0.8849453153917815,0.11405469348166765,ok,0.005359521656827078,0.99999996549624,0.4435585587296676,9.04009103635001e-8,0.9999999519078291,ok,0.006074043937449973,0.010946138205293453,0.983367772981312,3.0918324400561876,0,ok
AALR3,2024-07-05,0.01394258723374744,0.00140367454641554,0.0019437523765281856,12.320655127454403,0.8878887183947433,0.11111129053408654,ok,0.0032996507529765014,0.999999392333747,0.44206897746570045,9.423012330260314e-8,0.9999999492333329,ok,0.0036436198275037056,0.999999989709678,0.44004760285080324,0.7863780628298189,0.38151197476281196,ok
AALR3,2024-07-12,0.06882122898927413,0.01394258723374744,0.030794759160968972,15.53259821854521,0.8871271519458707,0.11187285668021232,ok,0.03635386707588496,0.9999999893436692,0.4620417116197112,4.3301014564354656e-8,0.99999997736698365,ok,0.03635387211880562,0.9999999882445613,0.46204252508901383,1.1671509769017253e-8,0.9999999726977191,ok
AALR3,2024-07-19,0.01463080033946328,0.06882122898927413,0.009897475899216517,15.49723623754311,0.8866609529888712,0.11233905579587922,ok,0.02334801090413868,0.9999999529387763,0.46278913006653727,1.0160182206985573e-8,0.9999999946172133,ok,0.023347868218506766,0.9999999529707986,0.4627866203398195,1.0027271628666464e-8,0.9999999764336052,ok
AALR3,2024-07-26,0.00714040804474115,0.01463080033946328,0.01712655797146264,15.578783062193041,0.8857112576223927,0.11328871834692586,ok,0.02578570548685762,0.9999999890018433,0.4591513908802033,1.0457392617507688e-8,0.9999999944252211,ok,0.025785712230675564,0.9999999889815787,0.4591515977412479,1.015862549275436e-8,0.9999999763345393,ok
AALR3,2024-08-02,0.00648325194123137,0.00714040804474115,0.019653286872880715,15.234701309745297,0.8776834900092638,0.12131650715701432,ok,0.004722241478927215,8.546702929848902e-5,0.9840886965922624,4.9768851154148495,0,ok_warning: NaNs produced,0.007844397794621462,0.005998856909407915,0.9912731277847374,5.358125621141769,0,ok_warning: NaNs produced
AALR3,2024-08-09,0.00713152504765232,0.00648325194123137,0.010975045380093819,14.795162457418447,0.855686073853381,0.14331392535419898,ok,0.003979570194357796,2.7577700223771646e-5,0.9778176724564659,5.17342882599093,0,ok_warning: NaNs produced,0.007327996386125987,0.009187797112917107,0.9946374437746763,7.929751686065595,0,ok
AALR3,2024-08-16,0.01655379541543377,0.00713152504765232,0.003889816030292949,12.471686513556337,0.857643674726761,0.14135631947499028,ok,0.01069170063689106,0.9999999885468722,0.43761074875955824,3.954917330456673e-8,0.9999999755182922,ok,0.010691696976661823,0.9999999892838882,0.43761057147059573,3.854155751925822e-6,0.999989747557074,ok
AALR3,2024-08-23,0.02426352880029705,0.01655379541543377,0.02059007448603738,12.929306653543419,0.7613603315286008,0.2376396761222178,ok,0.0086954561427327,4.033777613125741e-9,0.9999997467244136,1.0280451304706138e-8,0.9999999847169356,ok,0.008695480681208944,4.0337086231911695e-9,0.9999997560840986,1.060736437538983e-8,0.9999999269472717,ok
AALR3,2024-08-30,0.00123194539650613,0.02426352880029705,0.008949503855852397,0.1693550667938676,1.5517305156641833e-9,0.9989997549944525,ok,0.009032973356175464,1.952880761818881e-10,0.9999997993061216,1.0254994527451876e-8,0.9999999859906679,ok,0.009032993349130861,1.9414174395353175e-10,0.999999799274915,1.0373479318004951e-8,0.9999999700782329,ok
AALR3,2024-09-06,0.00161664597202867,0.00123194539650613,0.00767267692246626,12.894695249281916,0.8561417373003233,0.142858271322973,ok,0.023013915969192014,0.9999999678668446,0.44986814351082716,1.033288288108105e-8,0.9999999935907757,ok,0.023013936344921635,0.9999999886603929,0.4498684076209058,9.323341885338004e-9,0.9999999746148402,ok
AALR3,2024-09-13,0.00167554011068068,0.00161664597202867,0.005213828558361644,12.926121308720825,0.8585335680067776,0.14046644066437292,ok,0.009062760753161606,6.812535546677754e-9,0.9999998629176372,1.0304768301772781e-8,0.9999999892132732,ok,0.009062771397209436,6.803010763228033e-9,0.999999862938572,1.02689463208238e-8,0.9999999921188376,ok
AALR3,2024-09-20,0.00276443591530955,0.00167554011068068,0.0033832344721994034,12.943117525494102,0.8593651125556261,0.13963489606318186,ok,0.008097933455209209,0.9999999783127946,0.4481191007353368,1.0380554383398474e-8,0.9999999936732609,ok,0.00809793664953701,0.999999978315353,0.44811920223259555,9.58870592732865e-9,0.999999974326367,ok
AALR3,2024-09-27,0.00255613480716867,0.00276443591530955,0.004532776966780437,12.99051247232619,0.8597686069369991,0.13923140031943135,ok,0.006449362021934616,0.9999999792319206,0.44436857192165513,1.018699734022053e-8,0.9999999937318951,ok,0.006449360335436506,0.9999999842529255,0.4443684239118562,9.809147236143694e-9,0.9999999738807674,ok
AALR3,2024-10-04,0.00220412788194234,0.00255613480716867,0.003387996253738924,12.744771612420546,0.8547666645141659,0.14423334398403717,ok,0.008877809297009437,3.028225961246366e-10,0.9999998125072732,1.028008231794242e-8,0.9999999904442358,ok,0.008877807185019562,3.065129923205298e-10,0.9999998326552232,1.0209759852563673e-8,0.9999999980202829,ok
AALR3,2024-10-11,0.00148997140545956,0.00220412788194234,0.001651668026262689,11.20508434496929,0.8348191124126175,0.16418089597222596,ok,0.008783185123833278,2.7703099290215057e-9,0.9999997817942284,1.0251441757743679e-8,0.9999999959620243,ok,0.008783172620515372,2.806181837825112e-9,0.9999997818722184,1.0196213003902123e-8,0.9999999957360488,ok
AALR3,2024-10-18,0.01273763981279415,0.00148997140545956,0.0020027322711481887,10.868982699294127,0.8498649447008537,0.1491350638701073,ok,0.0016171185609882971,0.9999999895208043,0.4172831658631547,1.0583466425644178e-8,0.9999999933430117,ok,0.001617119918758307,0.9999999898255182,0.417282778065929,9.462456179946358e-9,0.9999999747591439,ok
AALR3,2024-10-25,0.01195372429269901,0.01273763981279415,0.04308303368308908,16.139495697575946,0.8858116389565955,0.11318837007670289,ok,0.009146961775822205,6.624803688676086e-9,0.9999997945830799,1.0303640303086115e-8,0.9999999915613074,ok,0.009146869470281403,6.6249421380699325e-9,0.9999997927653769,1.0296351902614021e-8,0.9999999921675025,ok
AALR3,2024-11-01,0.00606163436893744,0.01195372429269901,0.009390275482718568,0.20909169662618077,7.532997676941473e-9,0.9989998578555357,ok,0.009482403241653847,4.03453472224875e-11,0.9999998707990555,1.0166710489469517e-8,0.9999999917608702,ok,0.009482421890846698,4.134378611809137e-11,0.9999998710116923,1.0207880660812608e-8,0.9999999873759327,ok
AALR3,2024-11-08,6.030892960615e-4,0.00606163436893744,0.006988564026332375,13.901691784668365,0.8802624858355295,0.11873750964214332,ok,0.009396660210500084,8.193321924222875e-11,0.9999998975037565,1.0290106882988826e-8,0.9999999920565905,ok,0.009396649051103018,8.185953637609566e-11,0.9999998980127555,1.0211359506902907e-8,0.9999999953882854,ok
AALR3,2024-11-15,0.00241201854771015,6.030892960615e-4,0.0029637511988372996,13.812126273139729,0.8820305321385221,0.11696947681119452,ok,0.00934773993575336,2.5334381799972387e-10,0.9999998291360909,1.027469268717936e-8,0.9999999919958966,ok,0.009347721379905548,2.537030393655183e-10,0.9999998291607068,1.0242559505639148e-8,0.9999999958122121,ok
AALR3,2024-11-22,0.00211289134676583,0.00241201854771015,0.0042379992266687065,13.741438243108929,0.87949581512833,0.11950419377995646,ok,0.00938862330095542,1.4625861127999318e-9,0.9999999223022534,1.0416375041143295e-8,0.9999999907364268,ok,0.009388639257267569,1.463606201776924e-9,0.9999998915273952,1.0598139349574082e-8,0.9999999840482179,ok
AALR3,2024-11-29,0.00170036115221232,0.00211289134676583,0.009318527084656187,0.22872225888018397,4.1986214918800756e-10,0.9989999393913533,ok,0.009410574677858228,8.481961980450362e-11,0.9999998821841378,1.0450864244371684e-8,0.9999999905730148,ok,0.009410561832489681,8.354836109383258e-11,0.9999998821640141,1.0493992004542759e-8,0.999999989357137,ok
AALR3,2024-12-06,0.01160011425465613,0.00170036115221232,0.009311351286152918,0.22587228192675862,4.431344648408153e-9,0.9989998902236695,ok,0.009400944983805896,2.3003117964582583e-11,0.9999999118096187,1.0487524581452498e-8,0.9999999906302846,ok,0.009400957650586406,2.3888717681269323e-11,0.9999999118588698,1.053304346516249e-8,0.9999999894271523,ok
AALR3,2024-12-13,0.00162260132298349,0.01160011425465613,0.009322532189293494,0.22380537366436198,1.3989828019608533e-10,0.9989998681546269,ok,0.009410229886050418,8.984740895426265e-11,0.999999849070267,1.0380692185277556e-8,0.9999999910578521,ok,0.0094102011277274,6.674092728755191e-11,0.999999862095277,1.0315199330808695e-8,0.9999999957649304,ok
AALR3,2024-12-20,7.2323589322164e-4,0.00162260132298349,0.0092838144104334,0.21999455675386698,8.780539439942553e-9,0.9989998013872025,ok,0.009368225348745419,1.4514625173587126e-9,0.9999998853296019,1.0346820154740797e-8,0.999999991183584,ok,0.009368330447180355,1.4656154211911145e-9,0.9999998867298947,1.0391223731640021e-8,0.999999989311827,ok
AALR3,2024-12-27,0.01981044607155795,7.2323589322164e-4,0.009303847533674305,0.23655088642771568,6.05028432312312e-10,0.9989998598413563,ok,0.009392263561889502,3.740814980696951e-10,0.9999998369998816,1.0448890345588749e-8,0.9999999904206831,ok,0.009392258063500697,3.755207754465586e-10,0.9999998366892304,1.0606478161205229e-8,0.9999999852607302,ok
AALR3,2025-01-03,0.01440717389673536,0.01981044607155795,0.009452215294585805,0.24049001573829562,2.0742587980798217e-10,0.9989998667830643,ok,0.009542506854613447,9.29964833434234e-10,0.9999998702902387,1.0280147838759795e-8,0.9999999909785775,ok,0.00954251004443371,8.531000337207231e-10,0.9999998697296021,1.023185790159206e-8,0.9999999939758915,ok
AALR3,2025-01-10,0.01750228183512278,0.01440717389673536,0.009853243410438221,0.26332018633769344,1.2026264548034268e-9,0.9989999257128703,ok,0.009955109124969738,2.0657020890225672e-10,0.9999999384838337,1.0406693228698173e-8,0.999999990987323,ok,0.009955101048197064,2.0538245494688337e-10,0.9999999384232431,1.0372310309665418e-8,0.9999999927501055,ok
AALR3,2025-01-17,0.00668231133711214,0.01750228183512278,0.010491847635143263,0.2895526822548175,3.470613854604376e-9,0.9989999721745306,ok,0.010608311480304328,3.057994054827732e-9,0.99999998704848,1.1431512068977264e-8,0.9999999904430168,ok,0.010608288883021302,3.0701966113163033e-9,0.9999999870344122,1.1470844705760288e-8,0.9999999910809618,ok
AALR3,2025-01-24,0.00355844067658544,0.00668231133711214,0.010731900172283489,0.2976272872422719,1.4491314196222248e-9,0.9989999901795331,ok,0.010851825704445598,1.0496116599800574e-8,0.9999999856086901,1.1350448601893522e-8,0.9999999909513646,ok,0.01085182641593506,1.0550698883667775e-8,0.9999999855682326,1.099468462225512e-8,0.9999999949494185,ok
AALR3,2025-01-31,0.01274101699381492,0.00355844067658544,0.010823520995103501,0.30059166360065914,2.026838584437887e-8,0.9989999371642939,ok,0.010943409796057813,6.110447940928002e-9,0.9999999835142604,1.1486437526170405e-8,0.9999999909580495,ok,0.01094341340647175,6.0709034169410155e-9,0.9999999835102338,1.1482370128244779e-8,0.9999999921009777,ok
AALR3,2025-02-07,0.00852989897200533,0.01274101699381492,0.01075714253694708,0.29585152071518767,1.3744233087668349e-8,0.9989999545901863,ok,0.010872585465973125,1.152671649001536e-9,0.9999999873693579,1.1470012195403324e-8,0.9999999912045798,ok,0.010872593717142243,1.1439405292154347e-9,0.999999986275282,1.1127747255396786e-8,0.9999999949615301,ok
AALR3,2025-02-14,0.00261096058075374,0.00852989897200533,0.01092569275875676,0.30096060670234914,4.881473458214068e-9,0.9989999712089691,ok,0.011042960479860732,3.138093294411747e-9,0.9999999836135804,1.1007860796169393e-8,0.9999999926573149,ok,0.011042964673677717,3.1584591153030233e-9,0.9999999836315915,1.036649224245652e-8,0.9999999983873851,ok
AALR3,2025-02-21,0.0067718823876459,0.00261096058075374,0.010856243089415987,0.29641712727672864,1.2195897397278719e-8,0.9989999307755669,ok,0.01096889352558265,1.2070537423507782e-9,0.9999999692971479,1.0751253899295814e-8,0.9999999929088419,ok,0.01096889753644189,1.2138439805992497e-9,0.9999999692906695,1.070043678081788e-8,0.9999999948824208,ok
AALR3,2025-02-28,0.00324701242858598,0.0067718823876459,0.01090215404413287,0.2960810771026257,1.2049644874147125e-8,0.9989999204796608,ok,0.011013027716584705,2.7436472946694708e-11,0.9999999836759778,1.0873247748267518e-8,0.999999993115489,ok,0.011013030151833298,2.4865228023632652e-11,0.9999999837044599,1.0750417901057954e-8,0.999999995723931,ok
AALR3,2025-03-07,0.00414936623289779,0.00324701242858598,0.010829931947017752,0.29102847988393254,4.114354591283571e-9,0.998999926379765,ok,0.010935899560830162,5.151769341341317e-10,0.9999999731386622,1.0548627331115578e-8,0.9999999940836253,ok,0.010935901262120452,3.6795116084717135e-10,0.9999999734380635,1.0259051523541885e-8,0.9999999996591977,ok
AALR3,2025-03-14,4.0955248176212e-4,0.00414936623289779,0.010834036462014375,0.28868842152200136,1.4258146737762823e-9,0.9989999338075795,ok,0.010936901891665938,3.185861569159855e-10,0.9999999376199159,1.0375808170635776e-8,0.9999999943287414,ok,0.010936883712492114,4.6204523510477467e-10,0.9999999234230321,1.0348738540428378e-8,0.9999999964680191,ok
AALR3,2025-03-21,0.00109546529303877,4.0955248176212e-4,0.010749441121602492,0.28283342111856985,3.039980595785857e-9,0.9989998933747681,ok,0.010846758874504646,3.605023465675792e-9,0.9999998325575585,1.0291284691752674e-8,0.9999999943805655,ok,0.010846759068031092,4.564079459618458e-9,0.9999998328914895,1.0362264724867086e-8,0.9999999937408091,ok
AALR3,2025-03-28,0.0692769103874373,0.00109546529303877,0.010665845460667737,0.2773216666450333,4.1373659578883964e-10,0.9989998448178733,ok,0.010757630562051356,4.3663504456970686e-10,0.9999999024964366,1.044988616577419e-8,0.9999999943813953,ok,0.010757618975032619,3.2016913475249527e-10,0.9999997730624551,1.0229515425430717e-8,0.9999999962854504,ok
AALR3,2025-04-04,0.02410817801117513,0.0692769103874373,0.01361658961633892,0.38941437787021116,1.8353421318322713e-4,0.9988164648904491,ok,0.01495612322401586,0.0023306794037976884,0.9999999448215605,1.0186820885659121e-8,0.9999999958492272,ok,0.014956127468958138,0.002330700904754006,0.9999999448213999,1.0255697632927032e-8,0.9999999954179033,ok
AALR3,2025-04-11,0.04747307464816538,0.02410817801117513,0.013474448001839005,0.3761123852254919,7.058660223668891e-8,0.9989999253375673,ok,0.014458243213117481,0.001606250660698975,0.9999999443707484,1.0178184425656636e-8,0.9999999963243851,ok,0.014458260612997214,0.0016062937254250243,0.9999999443212506,1.018102771323739e-8,0.9999999968801117,ok
AALR3,2025-04-18,0.00556930017013584,0.04747307464816538,0.016656881807709044,0.6305419386638498,0.004684513593262167,0.9943154826269858,ok,0.018059905243518096,0.004879699549482152,0.9999999895574928,1.0669345795670871e-8,0.9999999687188028,ok,0.01805989907082043,0.004879678959643726,0.9999999897894323,1.0779705340990535e-8,0.999999980926688,ok
AALR3,2025-04-25,0.00799278766949893,0.00556930017013584,0.01639133723948912,0.5995772898614434,0.0040214721983184215,0.9949785254914608,ok,0.017848285386638015,0.004620843940741932,0.9999999808665573,1.0471514716078158e-8,0.9999999973526745,ok,0.01784830368221574,0.0046208930342279365,0.9999999893043562,1.0939117177774357e-8,0.9999999970696891,ok
AALR3,2025-05-02,0.01652060844757274,0.00799278766949893,0.016361335045667596,0.5852763956055824,0.0036608633003937944,0.9953391296777113,ok,0.017824691630593217,0.0044203620069160855,0.9999999893933733,1.0396483804885052e-8,0.9999999973516722,ok,0.017824691468537244,0.004420375384438,0.9999999857352154,1.0670887645739024e-8,0.9999999968988094,ok
AALR3,2025-05-09,0.00168677844721981,0.01652060844757274,0.034156716519066745,49.78200007395988,0.6539843523133534,0.19068495379105022,ok,0.018338661871630437,0.004662308077651251,0.9999999869755735,1.0821798522311509e-8,0.9999999748938484,ok,0.01833865875001666,0.004662305430748336,0.9999999871071672,1.120788618852699e-8,0.9999999848588472,ok
AALR3,2025-05-16,0.00260760807744792,0.00168677844721981,0.016569622032233094,0.5814495925076005,0.0034720752225771583,0.9955278835812663,ok,0.018023737343422754,0.004297316109721776,0.999999973900636,1.0348960908577155e-8,0.9999999975500631,ok,0.018023760464855293,0.004297410434480191,0.9999999893218571,1.0790414148059818e-8,0.9999999984519443,ok
AALR3,2025-05-23,0.00319421932601897,0.00260760807744792,0.016227567414081726,0.5406599407542854,0.0026250497476804587,0.9963749478268441,ok,0.017669176887857116,0.0038075752321391873,0.9999999820663625,1.048507629176429e-8,0.9999999970803306,ok,0.017669171960321382,0.003807522376519421,0.9999999850743748,1.0992073288454898e-8,0.9999999943471363,ok
AALR3,2025-05-30,0.00181190576532083,0.00319421932601897,0.01570963889836921,0.48235875277309986,0.0014394622958532328,0.9975604996541739,ok,0.01711430243943488,0.003099577170714452,0.9999999793552087,1.0423072407820465e-8,0.9999999970137323,ok,0.017114323925836523,0.00309956542246739,0.9999999887900067,1.0777985511905391e-8,0.9999999962848327,ok
AALR3,2025-06-06,0.00877736291219787,0.00181190576532083,0.015269168309887513,0.42926657125082734,3.3566494650253293e-4,0.9986643318641544,ok,0.016625112294258896,0.0024126621637552983,0.9999999887592269,1.046607534417162e-8,0.9999999974338709,ok,0.016625123983349924,0.002412706053145078,0.9999999817262782,1.058500159487905e-8,0.9999999979195207,ok
AALR3,2025-06-13,0.01472408760342791,0.00877736291219787,0.0151962262313635,0.4130051611173329,3.701487394133999e-7,0.998999627964294,ok,0.016457505051846767,0.0020740623380854344,0.9999999786601483,1.0381191380175144e-8,0.9999999978266394,ok,0.016457530463851126,0.0020739972213833337,0.9999999786604381,1.0544611441978903e-8,0.9999999972443334,ok
AALR3,2025-06-20,4.7795070448912e-4,0.01472408760342791,0.015153392744081368,0.40794590246372897,4.449399573151913e-8,0.9989999535532371,ok,0.016064424940657632,0.0014586771712968203,0.9999999877977529,1.0491213018814309e-8,0.9999999980289513,ok,0.016064444000263002,0.001458734169885659,0.9999999851993232,1.0794929807705243e-8,0.9999999966069706,ok
AALR3,2025-06-27,9.1506385103647e-4,4.7795070448912e-4,0.015047635349710507,0.4005694542945992,2.5212596386797876e-9,0.9989999969498918,ok,0.015498393777205612,5.935546479569488e-4,0.9999999879495752,1.0457618025738048e-8,0.9999999973418794,ok,0.015498423232571987,5.936537414970485e-4,0.9999999879710761,1.0648182721328395e-8,0.9999999949180067,ok
AALR3,2025-07-04,0.01485818354868414,9.1506385103647e-4,0.014935788085402836,0.39300463033141037,5.372955782326857e-9,0.9989999878414573,ok,0.015087030047416957,9.549111926661908e-8,0.9999999893771299,1.0511212826497084e-8,0.999999997571517,ok,0.015087021094100362,8.463341376563367e-8,0.9999999841765229,1.0624549178442915e-8,0.9999999947330058,ok
AALR3,2025-07-11,0.0188252837760229,0.01485818354868414,0.0180386666495374,56.49991082959594,0.1954074866926811,0.3323774280822718,ok,0.015858628614404607,6.615897914233822e-4,0.9999999870428533,1.0208507339778293e-8,0.999999997989504,ok,0.01585863678465745,6.616063665254612e-4,0.9999999869043531,1.071532931292019e-8,0.9999999948926359,ok
AALR3,2025-07-18,0.00440784379752645,0.0188252837760229,0.01591161453815723,0.42236348803556284,9.818722486225623e-8,0.9989998947219163,ok,0.016937513201427484,0.0016708548248012382,0.9999999771772689,1.0290326775935274e-8,0.9999999962370223,ok,0.016937537098838867,0.0016709311759922952,0.9999999773376064,1.0439367826329005e-8,0.9999999986759971,ok
AALR3,2025-07-25,0.00242086672313943,0.00440784379752645,0.01581649568905974,0.41519496965310176,8.496402376428064e-9,0.9989999913786674,ok,0.016404349923558097,8.58056253945115e-4,0.9999999820146465,1.0276605630822177e-8,0.9999999982938488,ok,0.016404443196269314,8.583580999749973e-4,0.9999999794458087,1.0301033081554891e-8,0.9999999974688758,ok
AALR3,2025-08-01,0.00666086776965857,0.00242086672313943,0.010323380682485861,61.051021409482885,0.20819300837649646,0.29542056553732715,ok,0.01589123724247345,4.881313764178778e-5,0.9999999886749281,1.0237657887353273e-8,0.9999999973678002,ok,0.01589125384646733,4.885224541244843e-5,0.9999999867389507,1.035102372741971e-8,0.9999999976049678,ok
AALR3,2025-08-08,0.00310452414859371,0.00666086776965857,0.015620073228638447,0.4006177954965504,8.630508370310303e-9,0.9989999768433564,ok,0.01577076309936428,2.445082455896378e-8,0.9999999860685894,1.0271168025964469e-8,0.9999999973423332,ok,0.015770766895388953,2.7695304979225235e-8,0.9999999887472947,1.0810939558831552e-8,0.9999999932135506,ok
AALR3,2025-08-15,0.004152820450036,0.00310452414859371,0.015509870715139639,0.3924718081804244,3.5283831524541613e-9,0.9989999783848303,ok,0.015654217922156672,2.9827683145923762e-9,0.9999999859753553,1.0269161201007009e-8,0.9999999972055562,ok,0.01565420657961091,9.878574288058335e-9,0.9999999870171636,1.0709714415767205e-8,0.9999999938129358,ok
AALR3,2025-08-22,0.01241187643360873,0.004152820450036,0.015429755673348445,0.38538304878494506,2.912542841272518e-11,0.9989999923797072,ok,0.015568482558518658,8.471396777337737e-9,0.9999999682606938,1.0143354263488348e-8,0.9999999965470665,ok,0.01556848410153015,1.931863877704191e-10,0.9999999803512376,1.0381567193359314e-8,0.9999999959464314,ok
AALR3,2025-08-29,6.2765766199751e-4,0.01241187643360873,0.01544868496205022,0.3819990908834334,1.9626576859505552e-8,0.9989998937478329,ok,0.015584276190234647,1.0815614751023253e-9,0.9999999812652395,1.0170139224968856e-8,0.9999999965499635,ok,0.015584259100748676,1.0837912316026855e-9,0.9999999808799164,1.0635244698702459e-8,0.9999999933398582,ok
AALR3,2025-09-05,5.1487010666711e-4,6.2765766199751e-4,0.015331916241779384,0.37322641801237166,1.2673398673319399e-8,0.9989998941132623,ok,0.015461432771990065,1.2981345340936743e-12,0.9999999565437826,1.0081243658574647e-8,0.999999995978889,ok,0.015461481598781657,1.2271502625894432e-12,0.9999999566286639,1.0317191888474777e-8,0.9999999951666185,ok
AALR3,2025-09-12,0.0018745049122567,5.1487010666711e-4,0.009249332213166256,63.777321331724124,0.19088966422681938,0.2880742652568242,ok,0.015311276224516626,8.147216951671079e-10,0.9999999541279099,1.0037724306238844e-8,0.9999999956600669,ok,0.015311272929615566,8.311261836029706e-10,0.9999999643236503,1.0226867498991383e-8,0.999999994392625,ok
AALR3,2025-09-19,0.00274521211737423,0.0018745049122567,0.015072065687658443,0.35519841179742034,1.370482248275464e-9,0.9989999062557917,ok,0.015186655009935634,1.5896144766098683e-8,0.9999998329371708,1.0020129976970097e-8,0.9999999956703536,ok,0.0151865151340077,1.5853994690546776e-8,0.9999998335859404,1.0120339520839596e-8,0.9999999933834596,ok
AALR3,2025-09-26,0.00569771024180337,0.00274521211737423,0.015012754542853656,0.34910818486794365,4.0132359442094793e-10,0.9989998917941512,ok,0.015121601706935394,1.167923262379529e-8,0.9999998535431364,1.0021753854541382e-8,0.9999999955422365,ok,0.015121699884659444,1.1680085777541193e-8,0.999999831009716,1.0134574697861623e-8,0.9999999922270577,ok
AALR3,2025-10-03,0.00224579635393439,0.00569771024180337,0.014857025360325142,0.3383345354583831,3.889437353214486e-9,0.9989998100262085,ok,0.014958149051874384,1.7593216062609997e-10,0.9999997899866903,1.004324129766634e-8,0.9999999958577661,ok,0.014958151385175802,1.8359801352532972e-10,0.9999997893232443,1.021709124620333e-8,0.9999999847001737,ok
