ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct,persistencia_m1,persistencia_m2,delta_egarch_medio,delta_egarch_pval_medio,pct_signif_egarch_5pct,delta_garch_medio,delta_garch_pval_medio,pct_signif_garch_5pct,leverage_m1_medio,leverage_m2_medio,persistencia_m3,persistencia_m4,svi_zeros_pct
ISAE3,103,-2.1442,0.4165,43.6893,0.8692,0.1007,-2.1442,0.4165,43.6893,0.0011,0.9697,0.0,0.1921,0.4137,0.8658,0.8564,0.8358
ISAE4,103,-2.2883,0.5767,28.1553,0.6856,0.377,-2.2883,0.5767,28.1553,0.0001,0.9968,0.0,0.4193,0.4135,0.8727,0.9068,0.7388
ITSA3,103,-0.5514,0.1341,52.4272,0.7229,0.2308,-0.5514,0.1341,52.4272,0.0,1.0,0.0,-0.0186,-0.1289,0.9828,0.9886,0.0
ITSA4,103,-1.0464,0.1442,49.5146,0.8544,-0.0906,-1.0464,0.1442,49.5146,0.0,1.0,0.0,0.092,0.0076,0.9056,0.9052,0.0
ITUB3,103,-0.4894,0.3244,10.6796,0.8223,0.2615,-0.4894,0.3244,10.6796,0.0,1.0,0.0,0.0205,0.0487,0.9755,0.9756,0.0
ITUB4,103,-1.0496,0.1064,41.7476,0.8216,0.0519,-1.0496,0.1064,41.7476,0.0,1.0,0.0,0.0102,-0.0489,0.9663,0.9665,0.0
JFEN3,103,0.0241,0.201,3.8835,0.4139,0.2963,0.0241,0.201,3.8835,0.5959,0.9263,3.8835,0.3664,0.3115,0.7332,0.707,0.6493
JHSF3,103,-0.1967,0.1888,50.4854,0.4619,0.5371,-0.1967,0.1888,50.4854,0.0,1.0,0.0,-0.0072,-0.0627,0.9975,0.9975,0.0
KEPL3,103,-0.2236,0.2518,33.9806,0.2995,0.2786,-0.2236,0.2518,33.9806,0.0,1.0,0.0,0.1745,0.1758,0.9925,0.9927,0.0224
KLBN11,103,-0.6512,0.1459,33.0097,0.8794,0.3939,-0.6512,0.1459,33.0097,0.0,1.0,0.0,-0.0408,0.0106,0.9982,0.9982,0.0
KLBN3,103,-1.3997,0.0011,100.0,0.3622,-0.0241,-1.3997,0.0011,100.0,0.0,1.0,0.0,0.0602,0.1125,0.995,0.9952,0.0075
KLBN4,103,-0.5089,0.2141,10.6796,0.819,0.2605,-0.5089,0.2141,10.6796,0.0,1.0,0.0,-0.0588,0.0018,0.997,0.9969,0.0
LAVV3,103,-0.085,0.362,21.3592,0.6062,0.6035,-0.085,0.362,21.3592,0.1158,0.9667,0.0,0.2308,0.2064,0.7367,0.7223,0.1194
LEVE3,103,-0.0312,0.371,45.6311,0.8616,0.569,-0.0312,0.371,45.6311,0.0027,0.9995,0.0,0.0072,0.03,0.9856,0.9856,0.0
LIGT3,103,0.022,0.1419,61.165,0.9164,0.3754,0.022,0.1419,61.165,1.1242,0.8755,0.9709,0.2366,-0.0012,0.9193,0.9053,0.0373
LJQQ3,103,-0.0276,0.5545,20.3883,0.6217,0.5724,-0.0276,0.5545,20.3883,0.2964,0.9795,0.0,0.1128,0.1002,0.9455,0.9388,0.0
LOGG3,103,0.008,0.4414,17.4757,0.2202,0.244,0.008,0.4414,17.4757,0.0016,0.9881,0.0,0.4125,0.4149,0.9051,0.9277,0.2276
LOGN3,103,-0.056,0.1623,40.7767,0.6737,0.3243,-0.056,0.1623,40.7767,0.0,1.0,0.0,0.1587,0.1217,0.9807,0.9776,0.5784
LPSB3,103,-0.006,0.3735,3.8835,-0.0316,-0.1039,-0.006,0.3735,3.8835,0.0317,0.9855,0.0,0.2685,0.3139,0.8416,0.8568,0.5299
LREN3,103,-0.0516,0.7495,1.9417,-0.5087,-0.4352,-0.0516,0.7495,1.9417,0.0,1.0,0.0,-0.2713,-0.233,0.9952,0.9949,0.0
LUPA3,103,0.1739,0.2865,33.9806,0.9443,0.8683,0.1739,0.2865,33.9806,0.3324,0.9495,0.0,0.4409,0.3721,0.8751,0.8828,0.0933
LUXM4,103,-2.7915,0.354,61.7647,1.1111,1.0654,-2.7915,0.354,61.7647,0.0,1.0,0.0,0.0928,0.0901,0.9558,0.9565,0.9963
LWSA3,103,-0.7118,0.0143,97.0874,0.6037,0.5775,-0.7118,0.0143,97.0874,0.0,1.0,0.0,0.0366,0.185,0.9385,0.9362,0.0
MBRF3,103,-0.2136,0.5214,26.2136,0.4417,0.4785,-0.2136,0.5214,26.2136,0.1808,0.9271,0.0,-0.0641,-0.0944,0.9507,0.9604,0.903
MDIA3,103,-0.0503,0.1647,39.8058,0.6681,0.5464,-0.0503,0.1647,39.8058,0.0,1.0,0.0,-0.051,-0.0534,0.9836,0.9813,0.0075
MDNE3,103,-0.0056,0.1333,45.6311,0.2025,0.3335,-0.0056,0.1333,45.6311,0.1233,0.9809,0.0,-0.1126,-0.0597,0.901,0.9093,0.1493
MEAL3,103,-0.065,0.2782,56.3107,0.8058,0.8205,-0.065,0.2782,56.3107,0.0,1.0,0.0,-0.492,-0.5171,0.9939,0.9943,0.0448
MELK3,103,0.0318,0.2255,21.3592,0.0573,-0.207,0.0318,0.2255,21.3592,0.0,1.0,0.0,-0.3851,-0.1963,0.9984,0.9985,0.1791
MGEL4,103,-0.0389,0.037,76.699,0.7898,0.8123,-0.0389,0.037,76.699,0.0,1.0,0.0,-0.0592,-0.1034,0.9957,0.9961,0.9963
MGLU3,103,-0.2203,0.1224,40.7767,0.6171,0.4829,-0.2203,0.1224,40.7767,0.0,1.0,0.0,0.1173,0.1366,0.944,0.944,0.0
MILS3,103,-0.0014,0.5595,0.9709,0.9151,0.9204,-0.0014,0.5595,0.9709,0.0,1.0,0.0,0.136,0.1518,0.9766,0.9766,0.1007
MNDL3,103,0.0013,0.569,7.767,0.2438,0.1131,0.0013,0.569,7.767,0.0,1.0,0.0,0.1723,0.2358,0.9747,0.959,0.9813
MNPR3,103,0.0169,0.0287,89.3204,0.3163,0.2469,0.0169,0.0287,89.3204,0.1119,0.9375,0.9709,-0.0065,-0.0979,0.9669,0.9645,0.9515
MOVI3,103,-0.636,0.1018,50.4854,0.4189,0.6316,-0.636,0.1018,50.4854,0.0,1.0,0.0,0.4148,0.5217,0.8392,0.8392,0.0
MRSA3B,103,-0.3389,0.0027,97.0874,0.0816,0.0402,-0.3389,0.0027,97.0874,0.002,0.9602,0.0,-0.0859,-0.1296,0.9872,1.0497,0.9963
MRVE3,103,-0.3183,0.2582,48.5437,0.7091,0.2472,-0.3183,0.2582,48.5437,0.0,1.0,0.0,0.141,0.0282,0.984,0.9843,0.0
MTRE3,103,-0.1309,0.2261,24.2718,0.878,0.7812,-0.1309,0.2261,24.2718,0.0,1.0,0.0,0.0414,0.0572,0.9907,0.991,0.0522
MTSA4,103,-0.013,0.1154,62.1359,0.3313,0.345,-0.013,0.1154,62.1359,0.0009,0.9984,0.0,0.278,0.228,0.6192,0.6194,0.9701
MULT3,103,0.142,0.4369,20.3883,0.5841,0.3118,0.142,0.4369,20.3883,0.3869,0.8939,0.0,0.2108,0.1435,0.9377,0.8962,0.0299
MWET4,103,-0.0063,0.2255,56.3107,0.7942,0.7038,-0.0063,0.2255,56.3107,0.0,1.0,0.0,-0.3785,-0.345,0.98,0.9798,0.9478
MYPK3,103,0.137,0.2877,12.6214,0.4007,0.1551,0.137,0.2877,12.6214,0.0,1.0,0.0,-0.02,-0.0584,0.9899,0.9908,0.0037
NEOE3,103,-0.2688,0.4632,27.1845,0.0635,0.4183,-0.2688,0.4632,27.1845,0.0,1.0,0.0,0.3534,0.1942,0.9953,0.9973,0.0037
NEXP3,103,0.0207,0.0306,92.233,1.0571,1.0909,0.0207,0.0306,92.233,0.2368,0.6268,1.9417,0.733,0.4426,0.9983,1.0795,0.8806
NGRD3,103,0.0217,0.4268,4.8544,0.9841,0.7238,0.0217,0.4268,4.8544,0.0,1.0,0.0,0.1078,0.0663,0.9718,0.9682,0.0746
NUTR3,103,-0.0102,0.1398,67.9612,0.616,0.7722,-0.0102,0.1398,67.9612,0.0,0.9998,0.0,-0.1615,-0.1083,0.9768,0.9768,0.9851
ODPV3,103,-0.0942,0.1485,46.6019,0.8574,0.5236,-0.0942,0.1485,46.6019,0.0,1.0,0.0,0.0371,0.0159,0.9304,0.9324,0.0634
OFSA3,103,-0.0121,0.3126,36.8932,-0.192,-0.1027,-0.0121,0.3126,36.8932,0.0,1.0,0.0,-0.0033,0.1558,0.9948,0.9942,0.9216
OIBR3,103,0.8417,0.3261,53.3981,0.327,-0.0628,0.8417,0.3261,53.3981,0.0,1.0,0.0,1.4442,0.3122,0.9474,0.9383,0.0
OIBR4,103,0.0689,0.547,4.8544,0.6006,0.6207,0.0689,0.547,4.8544,0.2309,0.9894,0.0,0.4403,0.3848,0.8783,0.8825,0.0522
OSXB3,103,-0.0069,0.1384,74.7573,1.1403,0.9706,-0.0069,0.1384,74.7573,0.0863,0.9096,1.9417,0.1203,0.1025,0.9843,0.9835,0.7799
PATI3,103,0.016,0.0751,81.5534,0.7719,0.3629,0.016,0.0751,81.5534,0.9001,0.5351,8.7379,0.1279,0.0235,0.9176,0.8776,0.9739
PATI4,103,0.3009,0.931,5.8252,0.5544,0.5263,0.3009,0.931,5.8252,0.0859,0.9806,1.9417,0.3305,0.3239,0.7836,0.7868,0.9963
PCAR3,103,-0.384,0.0043,99.0291,-0.0802,-0.1558,-0.384,0.0043,99.0291,0.0,1.0,0.0,0.0502,0.312,0.9917,0.7046,0.0
PDGR3,103,0.2945,0.0905,71.8447,-0.2944,-0.3728,0.2945,0.0905,71.8447,0.0,1.0,0.0,-0.3491,-0.2985,0.9467,0.9981,0.0112
PDTC3,103,0.0044,0.6094,9.7087,0.4759,0.3817,0.0044,0.6094,9.7087,0.0,1.0,0.0,0.1644,0.1594,0.9973,0.9975,0.5485
PEAB3,103,0.5791,0.3677,4.8544,0.5082,0.4783,0.5791,0.3677,4.8544,0.0001,1.0,0.0,0.3623,0.3982,0.9213,0.9181,0.9963
PEAB4,103,-0.0934,0.0295,94.1748,0.3077,0.0423,-0.0934,0.0295,94.1748,0.0,1.0,0.0,-0.2923,-0.2227,0.995,0.9956,0.9776
PETR3,103,-0.8463,0.1051,69.9029,0.7447,0.5637,-0.8463,0.1051,69.9029,0.0,1.0,0.0,0.0488,0.3189,0.9337,0.9338,0.0
PETR4,103,-0.3586,0.2153,12.6214,0.7201,0.6046,-0.3586,0.2153,12.6214,0.0,1.0,0.0,0.1936,0.3317,0.9316,0.9316,0.0
PFRM3,103,-0.0062,0.4597,3.8835,0.6616,0.7326,-0.0062,0.4597,3.8835,0.0321,0.908,0.0,0.3396,0.3019,0.7031,0.7182,0.5821
PGMN3,103,-0.2903,0.0295,89.3204,0.3478,0.3432,-0.2903,0.0295,89.3204,0.0,1.0,0.0,-0.1635,-0.0415,0.9956,0.9945,0.0112
PINE3,103,0.0129,0.1469,68.932,0.6205,0.7236,0.0129,0.1469,68.932,0.0,1.0,0.0,0.3398,0.3616,0.9968,1.2692,0.9664
PINE4,103,0.0082,0.3901,39.8058,0.8586,0.6885,0.0082,0.3901,39.8058,0.1763,0.9156,0.0,0.36,0.109,0.8992,0.8951,0.0597
PLAS3,103,-0.0341,0.5641,14.5631,0.8338,0.756,-0.0341,0.5641,14.5631,0.0,1.0,0.0,0.2217,0.1534,0.8989,0.8739,0.9851
PLPL3,103,-0.0616,0.4962,21.3592,0.3771,0.2958,-0.0616,0.4962,21.3592,0.0057,0.9954,0.0,-0.0698,-0.0617,0.9958,0.9959,0.041
PMAM3,103,0.0718,0.2166,63.1068,0.709,0.4465,0.0718,0.2166,63.1068,0.0,1.0,0.0,0.1207,0.099,0.9477,0.9508,0.0336
PNVL3,103,-0.2141,0.2361,35.9223,0.7624,0.6189,-0.2141,0.2361,35.9223,0.0068,0.9891,0.0,0.1182,0.2202,0.9675,0.9669,0.1157
POMO3,103,-0.3352,0.1558,22.3301,0.2366,0.3617,-0.3352,0.1558,22.3301,0.0,1.0,0.0,0.1912,0.2527,0.7346,0.6981,0.0149
POMO4,103,0.6196,0.0976,72.8155,0.379,-0.0213,0.6196,0.0976,72.8155,0.0,1.0,0.0,-0.3115,-0.328,0.9838,0.9842,0.0
POSI3,103,-0.1446,0.3656,34.9515,0.9774,0.752,-0.1446,0.3656,34.9515,0.0,1.0,0.0,0.1738,0.2095,0.9757,0.9758,0.0
PPLA11,103,0.0049,0.6629,22.3301,0.2557,0.1864,0.0049,0.6629,22.3301,0.0,1.0,0.0,0.5113,0.5114,0.965,0.9683,0.9925
PRIO3,103,-0.4227,0.2221,35.9223,0.6822,0.45,-0.4227,0.2221,35.9223,0.0,1.0,0.0,-0.0352,-0.0676,0.9934,0.9934,0.0
PRNR3,103,0.0111,0.3273,22.3301,0.2866,0.1957,0.0111,0.3273,22.3301,0.0,1.0,0.0,-0.009,-0.0196,0.9965,0.9965,0.3731
PSSA3,103,-0.0559,0.5669,9.7087,0.0416,0.1169,-0.0559,0.5669,9.7087,0.0,1.0,0.0,0.2211,0.2188,0.9836,0.9837,0.0
PTBL3,103,-0.0314,0.4339,23.301,-0.1245,-0.13,-0.0314,0.4339,23.301,0.0,1.0,0.0,-0.3067,-0.2972,0.9985,0.9986,0.0373
PTNT3,103,-0.0107,0.6113,9.7087,0.7148,0.6623,-0.0107,0.6113,9.7087,0.0417,0.8677,0.0,0.293,0.2898,0.875,0.8788,0.9701
PTNT4,103,-0.0683,0.2614,30.0971,0.4494,0.4571,-0.0683,0.2614,30.0971,0.5674,0.8373,0.9709,0.2036,0.1855,0.8454,0.8353,0.9739
QUAL3,103,-0.5362,0.0796,83.4951,0.1226,0.2085,-0.5362,0.0796,83.4951,0.0,1.0,0.0,-0.0606,0.058,0.9867,0.9867,0.0
RAIL3,103,-0.2635,0.2809,47.5728,0.3471,0.1024,-0.2635,0.2809,47.5728,0.0,1.0,0.0,-0.0404,0.0568,0.9742,0.969,0.0
RANI3,103,-0.0522,0.1622,68.932,0.8108,0.4494,-0.0522,0.1622,68.932,0.0,1.0,0.0,-0.2197,-0.1841,0.9979,0.9979,0.0
RAPT3,103,-0.0114,0.2678,44.6602,0.3618,0.2647,-0.0114,0.2678,44.6602,0.0,1.0,0.0,-0.1577,-0.0493,0.9803,0.9821,0.8657
RAPT4,103,-0.0857,0.2136,24.2718,0.3707,0.299,-0.0857,0.2136,24.2718,0.3309,0.9355,0.0,0.2417,0.1862,0.9451,0.9558,0.0075
RCSL3,103,-0.0227,0.0456,78.6408,1.0837,1.114,-0.0227,0.0456,78.6408,0.0651,0.9881,0.0,0.2056,0.2912,0.9705,0.971,0.3172
RCSL4,103,-0.0894,0.011,89.3204,0.8072,1.0323,-0.0894,0.011,89.3204,0.0147,0.9976,0.0,0.1832,0.1008,0.7889,0.8226,0.1978
RDOR3,103,-0.2374,0.1416,26.2136,0.7183,0.7659,-0.2374,0.1416,26.2136,0.0,1.0,0.0,0.1892,0.2557,0.9815,0.9815,0.0
REDE3,103,-1.8355,0.2913,30.0971,0.8542,0.4122,-1.8355,0.2913,30.0971,0.061,0.9299,5.8252,0.4645,0.4328,0.9694,0.9324,0.9291
RENT3,103,-0.4022,0.1148,66.9903,0.7288,0.8076,-0.4022,0.1148,66.9903,0.0,1.0,0.0,0.1978,0.1042,0.8823,0.8857,0.0
RNEW3,103,-0.0089,0.3741,42.7184,0.3458,0.1915,-0.0089,0.3741,42.7184,0.0,1.0,0.0,0.1337,0.1664,0.9726,0.9705,0.6642
RNEW4,103,0.017,0.2676,22.3301,0.4854,0.0555,0.017,0.2676,22.3301,0.0458,0.9424,0.0,0.0032,0.0407,0.9641,0.9695,0.4478
ROMI3,103,-0.2352,0.1006,57.2816,0.5579,0.1113,-0.2352,0.1006,57.2816,0.0,1.0,0.0,0.0708,0.0044,0.9862,0.9862,0.0
RPAD3,103,-2.0463,0.416,55.3398,0.0482,-0.4587,-2.0463,0.416,55.3398,0.0811,0.8452,15.534,0.1876,0.3851,0.9632,0.9886,0.9925
RPAD5,103,-0.1342,0.3533,41.7476,0.8702,0.7352,-0.1342,0.3533,41.7476,0.2047,0.8855,0.0,0.1552,0.1274,0.9576,0.9554,0.9963
RPAD6,103,-0.3009,0.0445,87.2549,-0.153,0.1375,-0.3009,0.0445,87.2549,0.0,1.0,0.0,0.0091,0.0216,0.9712,0.9687,0.9963
RPMG3,103,0.0072,0.5221,7.767,0.9636,0.9172,0.0072,0.5221,7.767,0.0247,0.9411,0.0,0.4685,0.465,0.9046,0.9215,0.8097
RSUL4,103,-0.7077,0.3329,20.3883,0.7066,0.5628,-0.7077,0.3329,20.3883,0.0,1.0,0.0,0.1449,0.1014,0.9608,0.9644,0.9627
SANB11,103,-0.2204,0.5836,21.3592,0.3297,0.0968,-0.2204,0.5836,21.3592,0.1044,0.9478,0.0,0.211,0.2867,0.9851,0.9699,0.0
SANB3,103,-0.2157,0.4197,14.5631,0.2747,-0.2777,-0.2157,0.4197,14.5631,0.0,1.0,0.0,0.11,0.2395,0.993,0.993,0.0075
SANB4,103,0.008,0.5776,24.2718,0.3019,0.0362,0.008,0.5776,24.2718,0.0058,0.993,0.0,0.1156,0.0883,0.992,0.9915,0.0112
SAPR11,103,-0.4673,0.1231,48.5437,0.7343,0.5103,-0.4673,0.1231,48.5437,0.0,1.0,0.0,0.245,0.1618,0.7452,0.7428,0.0
SAPR3,103,0.0283,0.1316,38.835,0.5402,0.3305,0.0283,0.1316,38.835,2.1846,0.7514,14.5631,0.1612,0.0632,0.7906,0.5964,0.0
SAPR4,103,-0.1319,0.5501,13.5922,0.7057,-0.1178,-0.1319,0.5501,13.5922,0.0169,0.9972,0.0,0.1596,0.05,0.958,0.9445,0.0
SBFG3,103,0.2197,0.0706,61.165,-0.1534,-0.1654,0.2197,0.0706,61.165,0.0,1.0,0.0,-0.0419,-0.0005,0.9788,0.9785,0.056
SBSP3,103,0.0156,0.4017,12.6214,0.829,0.553,0.0156,0.4017,12.6214,0.0,1.0,0.0,-0.0051,0.0104,0.984,0.984,0.0037
SCAR3,103,0.0428,0.3554,22.3301,0.6907,0.693,0.0428,0.3554,22.3301,1.55,0.6485,5.8252,0.156,0.1379,0.8738,0.7837,0.8843
SEER3,103,0.2116,0.4899,29.1262,0.8043,0.5228,0.2116,0.4899,29.1262,0.6007,0.9483,0.0,-0.0328,-0.1604,0.9827,0.9831,0.1343
SEQL3,103,-0.1231,0.43,12.6214,0.2282,0.2338,-0.1231,0.43,12.6214,0.0,1.0,0.0,0.0857,0.1811,0.9974,0.9983,0.0224
SHOW3,103,-0.0804,0.083,62.1359,0.888,0.8954,-0.0804,0.083,62.1359,0.0,1.0,0.0,-0.0047,-0.0028,0.992,0.9914,0.3097
SHUL4,103,-0.023,0.4487,8.7379,0.6725,0.8415,-0.023,0.4487,8.7379,0.0,1.0,0.0,0.2009,0.1428,0.99,0.99,0.0224
SIMH3,103,-0.419,0.0351,89.3204,0.3984,0.551,-0.419,0.0351,89.3204,0.0,1.0,0.0,0.087,0.162,0.9848,0.9847,0.0
SLCE3,103,-0.2264,0.2417,35.9223,0.7205,0.333,-0.2264,0.2417,35.9223,0.0,1.0,0.0,0.0054,-0.0036,0.9786,0.9786,0.0
SMTO3,103,-0.1834,0.0608,65.0485,0.7121,0.8474,-0.1834,0.0608,65.0485,0.0,1.0,0.0,0.0645,0.12,0.9771,0.9769,0.0187
SUZB3,103,-0.8082,0.1012,65.0485,0.5592,0.3811,-0.8082,0.1012,65.0485,0.0,1.0,0.0,-0.0862,0.015,0.9976,0.9978,0.0
SYNE3,103,0.5067,0.0452,63.1068,-0.1786,-0.6618,0.5067,0.0452,63.1068,0.0,1.0,0.0,-0.0342,0.0129,0.9934,0.9839,0.1567
TAEE11,103,0.6072,0.0812,55.3398,0.8809,0.7258,0.6072,0.0812,55.3398,0.1807,0.8795,0.0,-0.0716,0.0345,0.9064,0.879,0.0
TAEE3,103,0.5481,0.0473,90.2913,0.7606,0.7013,0.5481,0.0473,90.2913,0.2648,0.879,7.767,0.0307,-0.1132,0.8907,0.8468,0.0
TAEE4,103,0.6149,0.0976,60.1942,0.9558,0.6213,0.6149,0.0976,60.1942,0.113,0.9065,0.0,-0.0782,-0.1159,0.908,0.8806,0.0
TASA3,103,-0.0097,0.2003,52.4272,0.7617,0.8096,-0.0097,0.2003,52.4272,0.0048,0.9697,0.9709,0.1607,0.109,0.9284,0.9286,0.4403
TASA4,103,0.3486,0.2369,47.5728,0.5289,0.4659,0.3486,0.2369,47.5728,1.7081,0.8529,4.8544,0.217,0.1711,0.9132,0.858,0.0
TCSA3,103,-0.0317,0.2837,41.7476,0.2463,0.3305,-0.0317,0.2837,41.7476,0.0,1.0,0.0,0.0061,0.0546,0.9891,0.9895,0.3209
TECN3,103,-0.0342,0.0375,64.0777,0.9174,0.907,-0.0342,0.0375,64.0777,0.2141,0.8448,0.0,0.4393,0.322,0.9289,0.9367,0.2388
TELB3,103,-0.0082,0.208,57.2816,0.4008,0.0558,-0.0082,0.208,57.2816,0.1484,0.8552,14.5631,0.1567,0.1512,0.9935,1.0176,0.9142
TELB4,103,-0.0047,0.2266,52.4272,0.4056,0.3193,-0.0047,0.2266,52.4272,0.0316,0.9918,0.0,0.2901,0.4796,0.9918,1.0408,0.7761
TEND3,103,-0.2288,0.1047,48.5437,0.5735,0.7207,-0.2288,0.1047,48.5437,0.0,1.0,0.0,0.1432,0.1836,0.976,0.976,0.0336
TFCO4,103,0.0015,0.1257,48.5437,0.322,0.1386,0.0015,0.1257,48.5437,0.0025,0.9734,0.0,-0.0532,-0.0333,0.9869,0.9875,0.9067
TGMA3,103,0.0092,0.083,50.4854,0.658,0.1564,0.0092,0.083,50.4854,0.0,1.0,0.0,0.0445,0.066,0.9907,0.9909,0.5485
TIMS3,103,-0.0096,0.4292,11.6505,0.339,0.1386,-0.0096,0.4292,11.6505,0.0,1.0,0.0,0.1865,0.1098,0.9814,0.9813,0.0
TKNO4,103,0.8015,0.209,59.2233,0.1967,0.0616,0.8015,0.209,59.2233,0.0705,0.9785,0.0,0.1953,0.2663,0.9838,0.9908,0.9963
TOTS3,103,-0.0515,0.3521,16.5049,0.1215,0.1091,-0.0515,0.3521,16.5049,0.0,1.0,0.0,0.189,0.1814,0.9849,0.9845,0.0
TPIS3,103,0.0225,0.2228,59.2233,0.8075,0.3221,0.0225,0.2228,59.2233,0.2681,0.8273,6.7961,0.2355,0.2489,0.9809,0.9682,0.3657
TRIS3,103,-0.1267,0.4544,16.5049,0.9797,1.0283,-0.1267,0.4544,16.5049,0.0355,0.9982,0.0,0.1364,0.1028,0.9384,0.933,0.0224
TUPY3,103,-0.1502,0.2763,16.5049,0.2176,0.42,-0.1502,0.2763,16.5049,0.6417,0.8986,8.7379,0.3842,0.3195,0.8326,0.8654,0.0
UCAS3,103,-0.0013,0.4786,21.3592,0.9478,0.9186,-0.0013,0.4786,21.3592,0.0436,0.6379,0.0,0.2742,0.1776,0.9111,0.9189,0.8545
UGPA3,103,-0.2745,0.0746,70.8738,0.632,0.3334,-0.2745,0.0746,70.8738,0.0275,0.9966,0.0,-0.0159,0.0137,0.9217,0.9308,0.0037
UNIP3,103,-0.9222,0.1312,75.7282,0.6046,0.5427,-0.9222,0.1312,75.7282,0.0259,0.7199,5.8252,-0.3082,0.2641,0.9952,0.9915,0.2873
UNIP5,103,-0.0044,0.3828,25.2427,0.7335,0.833,-0.0044,0.3828,25.2427,0.0132,0.905,0.0,0.4332,0.3281,0.9645,0.9619,0.9216
UNIP6,103,0.1755,0.3047,29.1262,0.4596,0.489,0.1755,0.3047,29.1262,0.0,1.0,0.0,0.0011,-0.0459,0.9798,0.9842,0.0
USIM3,103,0.041,0.3289,31.068,0.8304,0.7052,0.041,0.3289,31.068,0.0,1.0,0.0,-0.1391,-0.224,0.986,0.986,0.0784
USIM5,103,-0.218,0.2178,53.3981,0.7826,0.6281,-0.218,0.2178,53.3981,0.0,1.0,0.0,-0.0775,-0.0648,0.9903,0.9902,0.0
VALE3,103,-0.6249,0.1419,48.5437,0.5979,0.4653,-0.6249,0.1419,48.5437,0.0,1.0,0.0,0.0349,0.1013,0.9729,0.9729,0.0
VAMO3,103,-0.2323,0.1463,33.9806,0.4742,0.2991,-0.2323,0.1463,33.9806,0.0,1.0,0.0,-0.0658,-0.0589,0.9959,0.9964,0.0037
VBBR3,103,0.1507,0.3654,6.7961,0.5063,0.4741,0.1507,0.3654,6.7961,0.7307,0.9408,1.9417,0.2196,0.2031,0.8414,0.8224,0.1381
VIVA3,103,-0.2937,0.1122,65.0485,0.2793,-0.2435,-0.2937,0.1122,65.0485,0.0,1.0,0.0,0.0297,0.2869,0.9891,0.9894,0.0075
VIVR3,103,1.4196,0.0149,95.1456,0.2757,-0.217,1.4196,0.0149,95.1456,2.4689,0.9715,0.9709,0.2332,0.1069,0.9868,0.9566,0.0672
VIVT3,103,-0.0434,0.5527,3.8835,0.1063,0.0346,-0.0434,0.5527,3.8835,0.0181,0.9949,0.0,0.166,0.1779,0.986,0.9909,0.0
VLID3,103,0.0296,0.1286,25.2427,0.0867,-0.1449,0.0296,0.1286,25.2427,0.0328,0.8019,13.5922,0.3058,0.2289,0.9977,0.9939,0.2127
VSTE3,103,-0.0107,0.1218,80.5825,0.2875,0.3969,-0.0107,0.1218,80.5825,0.019,0.9356,0.0,0.078,0.0407,0.9682,0.9687,0.9478
VULC3,103,-0.1682,0.0369,84.466,0.6365,-0.1433,-0.1682,0.0369,84.466,0.0,1.0,0.0,0.0907,0.1284,0.9908,0.9902,0.0336
WEGE3,103,0.016,0.4123,25.2427,0.469,0.3951,0.016,0.4123,25.2427,0.0662,0.9798,0.0,0.0942,0.0559,0.8984,0.9001,0.0
WHRL3,103,-4.7973,0.572,36.8932,0.3267,0.436,-4.7973,0.572,36.8932,0.0,1.0,0.0,0.1934,0.2747,0.9953,0.9961,0.9851
WHRL4,103,-3.2615,0.5915,30.303,0.8862,0.1065,-3.2615,0.5915,30.303,0.0094,0.9151,0.0,-0.0415,0.1242,0.9564,0.9439,0.8806
WIZC3,103,-0.0167,0.1387,33.0097,0.7434,0.4967,-0.0167,0.1387,33.0097,0.0,1.0,0.0,-0.0832,-0.0115,0.9946,0.9947,0.3918
WLMM4,103,-0.012,0.6522,11.6505,0.3516,0.3192,-0.012,0.6522,11.6505,0.0,1.0,0.0,0.3902,0.4414,0.9948,0.9949,0.9813
YDUQ3,103,-0.0459,0.4969,3.8835,0.8529,0.8838,-0.0459,0.4969,3.8835,0.3253,0.964,0.0,0.2812,0.2979,0.9217,0.9207,0.0
