semana,preco_abertura,preco_fechamento,volume_total,n_preços,rv,ret_semanal,ticker_yf,ticker_b3,svi_zeros_pct,svi,svi_diff,svi_log_dev,svi_exp_dev
2025-08-29,4.716985702514648,4.796935081481934,2242000.0,5,0.0049917464417817,0.0274568790131262,TASA4.SA,TASA4,0.0,24,-12.0,-0.33647223662121295,0.7142857142857143
2025-09-05,4.776947498321533,4.85689640045166,1344800.0,5,0.0009808391773322,0.0124224439111232,TASA4.SA,TASA4,0.0,16,-8.0,-0.7221347174331973,0.4857142857142858
2025-09-12,5.026788234710693,4.896871089935303,2450600.0,5,0.0026227494874746,0.0081968148903127,TASA4.SA,TASA4,0.0,24,8.0,-0.33647223662121295,0.7142857142857143
2025-09-19,4.946838855743408,4.876883506774902,4060500.0,5,0.0004941853252211,-0.0040900578843604,TASA4.SA,TASA4,0.0,19,-5.0,-0.5596157879354227,0.5714285714285714
2025-09-26,4.846902847290039,5.006800651550293,1424100.0,5,0.0020414227264636,0.026290728408854,TASA4.SA,TASA4,0.0,18,-1.0,-0.4228568508200339,0.6551724137931032
2025-10-03,4.926851272583008,4.706992149353027,1211800.0,5,0.0011673658554954,-0.0617480240535496,TASA4.SA,TASA4,0.0,16,-2.0,-0.3856624808119844,0.6800000000000002
2025-10-10,4.716985702514648,4.607056140899658,1096100.0,5,0.0004315875089607,-0.0214600226722281,TASA4.SA,TASA4,0.0,16,0.0,-0.28030196515415806,0.7555555555555558
2025-10-17,4.567081928253174,4.527107238769531,1004700.0,5,0.0001342076114211,-0.0175059150003333,TASA4.SA,TASA4,0.0,15,-1.0,-0.19782574332991976,0.8205128205128206
2025-10-24,4.507120132446289,4.527107238769531,1153400.0,5,0.0002424872829193,-8.673617379884035e-18,TASA4.SA,TASA4,0.0,13,-2.0,-0.2513144282809061,0.7777777777777778
2025-10-31,4.756960391998291,5.056768417358398,1979300.0,5,0.0040325343487255,0.1106444696992105,TASA4.SA,TASA4,0.0,18,5.0,0.1112256351102241,1.117647058823529
2025-11-07,4.996807098388672,4.657023906707764,2035800.0,5,0.0030308559497708,-0.0823510290912094,TASA4.SA,TASA4,0.0,17,-1.0,0.0,1.0
2025-11-14,4.617049694061279,4.587069034576416,2156900.0,5,0.0025509963771192,-0.0151353319355464,TASA4.SA,TASA4,0.0,24,7.0,0.356674943938732,1.428571428571428
2025-11-21,4.6270432472229,4.597062110900879,937200.0,4,0.0005401425599827,0.0021761623630676,TASA4.SA,TASA4,0.0,15,-9.0,-0.08961215868968742,0.914285714285714
2025-11-28,4.607056140899658,4.597062110900879,1270200.0,5,0.0008855611235691,7.719519468096792e-17,TASA4.SA,TASA4,0.0,12,-3.0,-0.2682639865946794,0.7647058823529411
2025-12-05,4.5570878982543945,4.706992149353027,2327800.0,5,0.0034325606068097,0.0236316666370387,TASA4.SA,TASA4,0.0,17,5.0,0.08701137698962969,1.0909090909090908
2025-12-12,4.657023906707764,4.846902847290039,2158700.0,5,0.0021450428279121,0.0292908182262375,TASA4.SA,TASA4,0.0,18,1.0,0.1112256351102241,1.117647058823529
2025-12-19,4.74696683883667,4.657023906707764,1469100.0,5,0.001183408270691,-0.0399633152907973,TASA4.SA,TASA4,0.0,11,-7.0,-0.40546510810816416,0.6666666666666669
2025-12-26,4.617049694061279,4.696998596191406,501700.0,3,0.0002216857187358,0.0085471106846726,TASA4.SA,TASA4,0.0,9,-2.0,-0.5877866649021186,0.5555555555555558
2026-01-02,4.696998596191406,4.706992149353027,423100.0,3,0.0001137436661263,0.0021253863798873,TASA4.SA,TASA4,0.0,6,-3.0,-0.8873031950009029,0.41176470588235287
2026-01-09,4.816922187805176,5.3765645027160645,3809700.0,5,0.0074763781198369,0.1330005073824981,TASA4.SA,TASA4,0.0,23,17.0,0.503905180921417,1.6551724137931036
2026-01-16,5.716346740722656,5.42653226852417,2406100.0,5,0.005570382481914,0.0092507034233722,TASA4.SA,TASA4,0.0,18,-5.0,0.2702903297399115,1.3103448275862066
2026-01-23,5.536462306976318,5.496487617492676,2272000.0,5,0.0019382825095857,0.0128089678785555,TASA4.SA,TASA4,0.0,16,-2.0,0.09237332013101529,1.0967741935483872
2026-01-30,5.506481647491455,5.386557579040527,2434300.0,5,0.0036662908825759,-0.0202027604316435,TASA4.SA,TASA4,0.0,16,0.0,-0.028987536873252395,0.9714285714285713
2026-02-06,5.346583366394043,5.266634464263916,1806800.0,5,0.0022764637606569,-0.0225149758381836,TASA4.SA,TASA4,0.0,14,-2.0,-0.1251631429540061,0.8823529411764705
2026-02-13,5.19667911529541,5.066762447357178,1434100.0,5,0.0010191535236255,-0.0386894938767547,TASA4.SA,TASA4,0.0,14,0.0,-0.06453852113757108,0.9375000000000001
2026-02-20,5.116730213165283,5.486494064331055,2302000.0,3,0.0030137313881157,0.0795874044910072,TASA4.SA,TASA4,0.0,18,4.0,0.17185025692665912,1.1874999999999998
2026-02-27,5.776309013366699,5.826276779174805,2961600.0,5,0.0071738753302821,0.0600887174110472,TASA4.SA,TASA4,0.0,20,2.0,0.21130909366720685,1.2352941176470587
2026-03-06,5.946199893951416,5.746327877044678,2577200.0,5,0.0039115400201626,-0.0138171442721285,TASA4.SA,TASA4,0.0,17,-3.0,0.0,1.0
2026-03-13,5.65638542175293,5.336589813232422,2072400.0,5,0.0026466069368766,-0.073974183500487,TASA4.SA,TASA4,0.0,15,-2.0,-0.08961215868968742,0.914285714285714
2026-03-20,5.3765645027160645,5.366570472717285,1479600.0,5,0.0005950966861586,0.0056022216047372,TASA4.SA,TASA4,0.0,14,-1.0,-0.1251631429540061,0.8823529411764705
2021-04-02,7.289999961853027,7.309999942779541,4295000.0,4,0.0022783918176965,-0.0068166849473378,TCSA3.SA,TCSA3,32.0896,33,-2.0,-0.01459879942115272,0.9855072463768115
2021-04-09,7.320000171661377,7.550000190734863,4831800.0,5,0.0016615290752698,0.032304322589838,TCSA3.SA,TCSA3,32.0896,30,-3.0,-0.12136085700426724,0.8857142857142859
2021-04-16,7.570000171661377,7.349999904632568,4593800.0,5,0.0005204096240226,-0.0268472882742443,TCSA3.SA,TCSA3,32.0896,24,-6.0,-0.33647223662121295,0.7142857142857143
2021-04-23,7.480000019073486,7.21999979019165,5545600.0,4,0.000912123016862,-0.0178453764041781,TCSA3.SA,TCSA3,32.0896,21,-3.0,-0.46430560813109745,0.6285714285714288
2021-04-30,7.920000076293945,8.199999809265137,17061800.0,5,0.0122486656671987,0.1272792071644517,TCSA3.SA,TCSA3,32.0896,100,79.0,1.103575078010239,3.014925373134329
2021-05-07,8.600000381469727,8.039999961853027,6516300.0,5,0.0064384921533651,-0.0197050525636312,TCSA3.SA,TCSA3,32.0896,57,-43.0,0.5488975717153983,1.731343283582089
