ticker_b3,semana,rv,rv_pred_m0,rv_pred_m1,omega,alpha,beta,leverage_m1,status_m1,rv_pred_m2,alpha_m2,beta_m2,leverage_m2,gamma,gamma_pval,status_m2,rv_pred_m3,omega_m3,alpha_m3,beta_m3,status_m3,rv_pred_m4,alpha_m4,beta_m4,delta_m4,delta_pval_m4,status_m4
RAPT3,2024-07-26,5.410803592351e-4,0.002052831501404,0.00101320087657004,0.17337977786279474,-0.096259669228026,0.9341193190953453,-0.07579058603354076,ok,8.938035938734673e-4,-0.10293241108066009,0.9310985988791624,-0.07762060904228932,0.0011650248591348045,0.4863546534368455,ok,0.001652566848196927,0.021776677690458796,3.671391508909765e-9,0.9989996518146055,ok,0.001657764007121,1.578537345077905e-8,0.9999995384178609,7.665698943582815e-9,0.9999996434326577,ok
RAPT3,2024-08-02,0.0028182519057764,5.410803592351e-4,9.514748564774424e-4,0.16460835474485147,-0.10336919532105797,0.9357322813626391,-0.1079128790469697,ok,0.001522169556120935,-0.033386896237222394,0.14859855595334526,0.19381962800405275,-0.004997107456847174,0.6220169707658436,ok,0.001635847538235963,0.021719236317403877,5.8183523449549446e-9,0.9989996364016033,ok,0.0016404102359517047,1.5174832002124876e-8,0.9999995072745882,7.144427532943198e-9,0.9999996645902367,ok
RAPT3,2024-08-09,0.0050686331990692,0.0028182519057764,0.001528272074581961,0.17742231029216096,-0.10526455183377649,0.9342695795553739,-0.04682722593423853,ok,0.0014807138121212511,-0.10985266720712086,0.9311840442558392,-0.04001850001228754,8.926188057153524e-4,0.6440907211770677,ok,0.0016819854457494352,0.023337947129499985,2.088379456001347e-9,0.998999838533866,ok,0.0016879597291757466,1.240526148220854e-8,0.9999997470458167,6.838786099005412e-9,0.99999962571406,ok
RAPT3,2024-08-16,0.0021961180168986,0.0050686331990692,0.001296149649376058,0.17360651370557148,-0.11074392019922741,0.935150984823407,-0.055187173437718284,ok,0.0012677858649217282,-0.11383857514159276,0.9331046522280909,-0.0483200365133784,6.46076118860529e-4,0.731795165588111,ok,0.0016855921661484078,0.023236848526073006,5.515203435933872e-10,0.9989997740210799,ok,0.001691623306567477,1.88470600082207e-8,0.9999997193690525,7.1200921348154205e-9,0.9999996533031559,ok
RAPT3,2024-08-23,0.0044723468576034,0.0021961180168986,0.0014909571060592148,0.17333583601587602,-0.11229329525433407,0.9357024921580855,-0.05512726744107522,ok,0.001481185289803879,-0.1145279832922468,0.9340183176175044,-0.04795616222678178,5.218820322777614e-4,0.7835849223352798,ok,0.0016915823465540572,0.02297770435004767,7.853928560569616e-9,0.9989997268512502,ok,0.0016977094058513841,1.184117032719954e-9,0.9999998184015978,5.072047296821548e-9,0.999999785220768,ok
RAPT3,2024-08-30,9.382362185702e-4,0.0044723468576034,0.0016132289320924468,0.17673341159547373,-0.09836875645721592,0.9352698633148393,-0.015579369000981481,ok,0.0015234106979476424,-0.10674390833589256,0.929327892941343,-0.0036489717832169696,0.0014426285171668348,0.528447447751869,ok,0.0016868184387206697,0.02437834964651755,1.2595699008934043e-8,0.9989996687178344,ok,0.0016926640758256242,1.414240625789151e-8,0.9999997762067736,8.342230052063964e-9,0.999999659738138,ok
RAPT3,2024-09-06,8.012492205036e-4,9.382362185702e-4,0.0015725057310043429,0.17676703330831395,-0.09704799259134374,0.9349437423143055,-0.03185327774430817,ok,0.0014751866998096727,-0.10548048079890857,0.9295686893744618,-0.020562075307515363,0.0014314932751870652,0.5036511059833813,ok,0.0016641959271463669,0.02283368434412049,2.4254372851356786e-10,0.9989996166948619,ok,0.0016613212607507705,7.484480025959378e-17,0.998276274556251,6.504181944265753e-9,0.9999997089727475,ok
RAPT3,2024-09-13,0.0013197961034415,8.012492205036e-4,0.0016338466281913084,0.17431451614453147,-0.10389808042249457,0.9354834737938035,-0.04575247156428904,ok,0.001532473289578843,-0.11048596733280311,0.9314433776876551,-0.0378369205894004,0.0012439293243133869,0.5224126036697587,ok,0.0016521223286552061,0.02259108448760121,3.854069258813721e-9,0.9989996780166146,ok,0.0016566308298404404,7.74549742399428e-9,0.9999995411614782,7.683082935487982e-9,0.999999471289867,ok
RAPT3,2024-09-20,0.0012752347342968,0.0013197961034415,0.0016653906938935367,0.17265077490826305,-0.08874624781847004,0.9367736347592099,-0.012263491268576579,ok,0.0015236362476363798,-0.09913472546549985,0.9288618591081153,0.0012128564944625868,0.001650499316339106,0.5004402122981293,ok,0.0016423876391067679,0.023273689568531365,7.138718850061792e-11,0.998999591264829,ok,0.001646423006731986,1.7551490703117887e-8,0.9999994329294107,8.245900041651233e-9,0.9999996527785655,ok
RAPT3,2024-09-27,8.682177105292e-4,0.0012752347342968,0.0016435075397131672,0.1706168517527026,-0.08981683139519961,0.9370714738588781,-0.038037460712995325,ok,0.001512810030624493,-0.09881380167603897,0.9315958905993147,-0.028981025520142457,0.0014392292637748676,0.48008034947796574,ok,0.001622998529696914,0.021774194765052175,5.202204717113329e-10,0.9989988073325745,ok,0.00158346641869496,7.751239279629297e-9,0.956792151034297,1.0409961911123693e-8,0.9999996159413664,ok
